Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
Q88PJ8,Q88PJ8_PSEPK,Pp_0852,"Transcriptional regulator, Cro/CI family",Control,R1,257542.2
Q88PJ8,Q88PJ8_PSEPK,Pp_0852,"Transcriptional regulator, Cro/CI family",Control,R2,252719.55
Q88PJ8,Q88PJ8_PSEPK,Pp_0852,"Transcriptional regulator, Cro/CI family",Control,R3,237883.69
Q88PK0,RLMN_PSEPK,Rlmn,Dual-specificity RNA methyltransferase RlmN,Control,R1,5917.02
Q88PK0,RLMN_PSEPK,Rlmn,Dual-specificity RNA methyltransferase RlmN,Control,R2,7722.7
Q88PK0,RLMN_PSEPK,Rlmn,Dual-specificity RNA methyltransferase RlmN,Control,R3,48951.4
Q88PK1,NDK_PSEPK,Ndk,Nucleoside diphosphate kinase,Control,R1,8787351.4
Q88PK1,NDK_PSEPK,Ndk,Nucleoside diphosphate kinase,Control,R2,9007997.1
Q88PK1,NDK_PSEPK,Ndk,Nucleoside diphosphate kinase,Control,R3,9057348.5
Q88PK2,Q88PK2_PSEPK,Iscx,Donor of Fe2+ and regulator of cysteine desulfurase activity,Control,R1,316087.11
Q88PK2,Q88PK2_PSEPK,Iscx,Donor of Fe2+ and regulator of cysteine desulfurase activity,Control,R2,313376.85
Q88PK2,Q88PK2_PSEPK,Iscx,Donor of Fe2+ and regulator of cysteine desulfurase activity,Control,R3,309994.74
Q88PK3,Q88PK3_PSEPK,Fdx,2Fe-2S ferredoxin,Control,R1,61277.11
Q88PK3,Q88PK3_PSEPK,Fdx,2Fe-2S ferredoxin,Control,R2,72767.75
Q88PK3,Q88PK3_PSEPK,Fdx,2Fe-2S ferredoxin,Control,R3,64600.74
Q88PK4,HSCA_PSEPK,Hsca,Chaperone protein HscA homolog,Control,R1,1165102.64
Q88PK4,HSCA_PSEPK,Hsca,Chaperone protein HscA homolog,Control,R2,1357123.2
Q88PK4,HSCA_PSEPK,Hsca,Chaperone protein HscA homolog,Control,R3,1019230.94
Q88PK5,HSCB_PSEPK,Hscb,Co-chaperone protein HscB homolog,Control,R1,91054.1
Q88PK5,HSCB_PSEPK,Hscb,Co-chaperone protein HscB homolog,Control,R2,3861.35
Q88PK5,HSCB_PSEPK,Hscb,Co-chaperone protein HscB homolog,Control,R3,56300.9
Q88PK6,Q88PK6_PSEPK,Isca,Iron-binding protein IscA,Control,R1,67390.21
Q88PK6,Q88PK6_PSEPK,Isca,Iron-binding protein IscA,Control,R2,75011.15
Q88PK6,Q88PK6_PSEPK,Isca,Iron-binding protein IscA,Control,R3,93146.8
Q88PK7,Q88PK7_PSEPK,Iscu,Iron-sulfur cluster assembly scaffold protein IscU,Control,R1,531559.6
Q88PK7,Q88PK7_PSEPK,Iscu,Iron-sulfur cluster assembly scaffold protein IscU,Control,R2,542800.1
Q88PK7,Q88PK7_PSEPK,Iscu,Iron-sulfur cluster assembly scaffold protein IscU,Control,R3,545338.3
Q88PK8,ISCS_PSEPK,Iscs,Cysteine desulfurase IscS,Control,R1,1925898.94
Q88PK8,ISCS_PSEPK,Iscs,Cysteine desulfurase IscS,Control,R2,1970650.2
Q88PK8,ISCS_PSEPK,Iscs,Cysteine desulfurase IscS,Control,R3,2068454.58
Q88PL0,Q88PL0_PSEPK,Cyse,serine O-acetyltransferase,Control,R1,733642.93
Q88PL0,Q88PL0_PSEPK,Cyse,serine O-acetyltransferase,Control,R2,524627.65
Q88PL0,Q88PL0_PSEPK,Cyse,serine O-acetyltransferase,Control,R3,287890.52
Q88PL1,Q88PL1_PSEPK,Trmj,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,Control,R1,196808.52
Q88PL1,Q88PL1_PSEPK,Trmj,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,Control,R2,500598
Q88PL1,Q88PL1_PSEPK,Trmj,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,Control,R3,427384.18
Q88PL2,Q88PL2_PSEPK,Suhb,Inositol-1-monophosphatase,Control,R1,2541389.01
Q88PL2,Q88PL2_PSEPK,Suhb,Inositol-1-monophosphatase,Control,R2,2473317.45
Q88PL2,Q88PL2_PSEPK,Suhb,Inositol-1-monophosphatase,Control,R3,2602984.94
Q88PL3,Q88PL3_PSEPK,Ycfj,Regulator of flagellation,Control,R1,979924.32
Q88PL3,Q88PL3_PSEPK,Ycfj,Regulator of flagellation,Control,R2,1156947.45
Q88PL3,Q88PL3_PSEPK,Ycfj,Regulator of flagellation,Control,R3,1094873.12
Q88PL4,Q88PL4_PSEPK,Secf,Protein-export membrane protein SecF,Control,R1,103125.83
Q88PL4,Q88PL4_PSEPK,Secf,Protein-export membrane protein SecF,Control,R2,196460.95
Q88PL4,Q88PL4_PSEPK,Secf,Protein-export membrane protein SecF,Control,R3,284038.9
Q88PL5,Q88PL5_PSEPK,Secd,Protein translocase subunit SecD,Control,R1,2156674.05
Q88PL5,Q88PL5_PSEPK,Secd,Protein translocase subunit SecD,Control,R2,2139838.5
Q88PL5,Q88PL5_PSEPK,Secd,Protein translocase subunit SecD,Control,R3,1904499.14
Q88PL6,Q88PL6_PSEPK,Yajc,Sec translocon accessory complex subunit YajC,Control,R1,700435.51
Q88PL6,Q88PL6_PSEPK,Yajc,Sec translocon accessory complex subunit YajC,Control,R2,688054.35
Q88PL6,Q88PL6_PSEPK,Yajc,Sec translocon accessory complex subunit YajC,Control,R3,801653
Q88PL7,TGT_PSEPK,Tgt,Queuine tRNA-ribosyltransferase,Control,R1,536450.65
Q88PL7,TGT_PSEPK,Tgt,Queuine tRNA-ribosyltransferase,Control,R2,744077.15
Q88PL7,TGT_PSEPK,Tgt,Queuine tRNA-ribosyltransferase,Control,R3,507866.47
Q88PL8,QUEA_PSEPK,Quea,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Control,R1,245282.21
Q88PL8,QUEA_PSEPK,Quea,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Control,R2,133113.25
Q88PL8,QUEA_PSEPK,Quea,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Control,R3,315603.54
Q88PM0,Q88PM0_PSEPK,Pp_0830,"Acetyltransferase, GNAT family",Control,R1,2958.51
Q88PM0,Q88PM0_PSEPK,Pp_0830,"Acetyltransferase, GNAT family",Control,R2,3861.35
Q88PM0,Q88PM0_PSEPK,Pp_0830,"Acetyltransferase, GNAT family",Control,R3,3093.94
Q88PM6,Q88PM6_PSEPK,Ptxb,Phosphonate transport system-binding protein,Control,R1,751717.11
Q88PM6,Q88PM6_PSEPK,Ptxb,Phosphonate transport system-binding protein,Control,R2,828804.6
Q88PM6,Q88PM6_PSEPK,Ptxb,Phosphonate transport system-binding protein,Control,R3,534464.72
Q88PM9,Q88PM9_PSEPK,Pp_0820,GCN5-related N-acetyltransferase,Control,R1,2958.51
Q88PM9,Q88PM9_PSEPK,Pp_0820,GCN5-related N-acetyltransferase,Control,R2,50664.2
Q88PM9,Q88PM9_PSEPK,Pp_0820,GCN5-related N-acetyltransferase,Control,R3,48653.7
Q88PN2,Q88PN2_PSEPK,Alac,Aminotransferase,Control,R1,1947175.81
Q88PN2,Q88PN2_PSEPK,Alac,Aminotransferase,Control,R2,1782732.2
Q88PN2,Q88PN2_PSEPK,Alac,Aminotransferase,Control,R3,1818898.24
Q88PN5,Q88PN5_PSEPK,Cyoc,Cytochrome bo(3) ubiquinol oxidase subunit 3,Control,R1,356588
Q88PN5,Q88PN5_PSEPK,Cyoc,Cytochrome bo(3) ubiquinol oxidase subunit 3,Control,R2,317530
Q88PN5,Q88PN5_PSEPK,Cyoc,Cytochrome bo(3) ubiquinol oxidase subunit 3,Control,R3,550016
Q88PN6,Q88PN6_PSEPK,Cyob,Cytochrome bo(3) ubiquinol oxidase subunit 1,Control,R1,1454593.01
Q88PN6,Q88PN6_PSEPK,Cyob,Cytochrome bo(3) ubiquinol oxidase subunit 1,Control,R2,1508659.75
Q88PN6,Q88PN6_PSEPK,Cyob,Cytochrome bo(3) ubiquinol oxidase subunit 1,Control,R3,1501860.3
Q88PN7,Q88PN7_PSEPK,Cyoa,Ubiquinol oxidase subunit 2,Control,R1,2045732.4
Q88PN7,Q88PN7_PSEPK,Cyoa,Ubiquinol oxidase subunit 2,Control,R2,1997010.55
Q88PN7,Q88PN7_PSEPK,Cyoa,Ubiquinol oxidase subunit 2,Control,R3,1773719.38
Q88PP6,Q88PP6_PSEPK,Pp_0802,Chemotaxis protein,Control,R1,6203.15
Q88PP6,Q88PP6_PSEPK,Pp_0802,Chemotaxis protein,Control,R2,12415.7
Q88PP6,Q88PP6_PSEPK,Pp_0802,Chemotaxis protein,Control,R3,3093.94
Q88PP9,Q88PP9_PSEPK,Opdc,Histidine-specific outer membrane porin D,Control,R1,106848.65
Q88PP9,Q88PP9_PSEPK,Opdc,Histidine-specific outer membrane porin D,Control,R2,72904.2
Q88PP9,Q88PP9_PSEPK,Opdc,Histidine-specific outer membrane porin D,Control,R3,86583.78
Q88PQ1,Q88PQ1_PSEPK,Pp_0797,DUF2383 domain-containing protein,Control,R1,159827.72
Q88PQ1,Q88PQ1_PSEPK,Pp_0797,DUF2383 domain-containing protein,Control,R2,166870.35
Q88PQ1,Q88PQ1_PSEPK,Pp_0797,DUF2383 domain-containing protein,Control,R3,169846.6
Q88PQ3,Q88PQ3_PSEPK,Frua,protein-N(pi)-phosphohistidine--D-fructose phosphotransferase,Control,R1,38704.61
Q88PQ3,Q88PQ3_PSEPK,Frua,protein-N(pi)-phosphohistidine--D-fructose phosphotransferase,Control,R2,32052.45
Q88PQ3,Q88PQ3_PSEPK,Frua,protein-N(pi)-phosphohistidine--D-fructose phosphotransferase,Control,R3,30314.94
Q88PQ4,Q88PQ4_PSEPK,Fruk,Phosphofructokinase,Control,R1,176634.11
Q88PQ4,Q88PQ4_PSEPK,Fruk,Phosphofructokinase,Control,R2,166490.8
Q88PQ4,Q88PQ4_PSEPK,Fruk,Phosphofructokinase,Control,R3,125994.08
Q88PQ5,Q88PQ5_PSEPK,Frub,phosphoenolpyruvate--protein phosphotransferase,Control,R1,565760.94
Q88PQ5,Q88PQ5_PSEPK,Frub,phosphoenolpyruvate--protein phosphotransferase,Control,R2,658518.2
Q88PQ5,Q88PQ5_PSEPK,Frub,phosphoenolpyruvate--protein phosphotransferase,Control,R3,676505.6
Q88PQ6,Q88PQ6_PSEPK,Cra,"Catabolite repressor-activator, DNA-binding transcriptional dual regulator",Control,R1,266442.15
Q88PQ6,Q88PQ6_PSEPK,Cra,"Catabolite repressor-activator, DNA-binding transcriptional dual regulator",Control,R2,292982.4
Q88PQ6,Q88PQ6_PSEPK,Cra,"Catabolite repressor-activator, DNA-binding transcriptional dual regulator",Control,R3,280165
Q88PQ8,Q88PQ8_PSEPK,Pp_0790,Inner membrane protein AmpE,Control,R1,438759.51
Q88PQ8,Q88PQ8_PSEPK,Pp_0790,Inner membrane protein AmpE,Control,R2,41946.75
Q88PQ8,Q88PQ8_PSEPK,Pp_0790,Inner membrane protein AmpE,Control,R3,515877
Q88PR1,Q88PR1_PSEPK,Nadc,nicotinate-nucleotide diphosphorylase (carboxylating),Control,R1,571824.14
Q88PR1,Q88PR1_PSEPK,Nadc,nicotinate-nucleotide diphosphorylase (carboxylating),Control,R2,653837.2
Q88PR1,Q88PR1_PSEPK,Nadc,nicotinate-nucleotide diphosphorylase (carboxylating),Control,R3,525866.82
Q88PR2,Q88PR2_PSEPK,Trxb,Thioredoxin reductase,Control,R1,828003.21
Q88PR2,Q88PR2_PSEPK,Trxb,Thioredoxin reductase,Control,R2,841555.55
Q88PR2,Q88PR2_PSEPK,Trxb,Thioredoxin reductase,Control,R3,999732.3
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,Control,R1,246672.7
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,Control,R2,269531.5
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,Control,R3,310674.5
Q88PS2,Q88PS2_PSEPK,Slyd,Peptidyl-prolyl cis-trans isomerase,Control,R1,677144.51
Q88PS2,Q88PS2_PSEPK,Slyd,Peptidyl-prolyl cis-trans isomerase,Control,R2,732050.35
Q88PS2,Q88PS2_PSEPK,Slyd,Peptidyl-prolyl cis-trans isomerase,Control,R3,756284.94
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,Control,R1,188345.97
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,Control,R2,123863.3
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,Control,R3,91404.58
Q88PS5,Q88PS5_PSEPK,Yiad,OmpA/MotB domain-containing protein,Control,R1,1674688.73
Q88PS5,Q88PS5_PSEPK,Yiad,OmpA/MotB domain-containing protein,Control,R2,1840286.1
Q88PS5,Q88PS5_PSEPK,Yiad,OmpA/MotB domain-containing protein,Control,R3,1865361.88
Q88PS6,Q88PS6_PSEPK,Pp_0772,Metallo-beta-lactamase family protein,Control,R1,131581
Q88PS6,Q88PS6_PSEPK,Pp_0772,Metallo-beta-lactamase family protein,Control,R2,3861.35
Q88PS6,Q88PS6_PSEPK,Pp_0772,Metallo-beta-lactamase family protein,Control,R3,3093.94
Q88PS9,Q88PS9_PSEPK,Pp_0769,Sensor histidine kinase,Control,R1,85537.11
Q88PS9,Q88PS9_PSEPK,Pp_0769,Sensor histidine kinase,Control,R2,91014.6
Q88PS9,Q88PS9_PSEPK,Pp_0769,Sensor histidine kinase,Control,R3,76662.2
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,Control,R1,148594.41
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,Control,R2,125124.1
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,Control,R3,171528.12
Q88PT2,Q88PT2_PSEPK,Pp_0766,DUF1329 domain-containing protein,Control,R1,829011.52
Q88PT2,Q88PT2_PSEPK,Pp_0766,DUF1329 domain-containing protein,Control,R2,1003936.95
Q88PT2,Q88PT2_PSEPK,Pp_0766,DUF1329 domain-containing protein,Control,R3,879034.06
Q88PT3,Q88PT3_PSEPK,Pp_0765,Adhesin,Control,R1,202149.72
Q88PT3,Q88PT3_PSEPK,Pp_0765,Adhesin,Control,R2,194894
Q88PT3,Q88PT3_PSEPK,Pp_0765,Adhesin,Control,R3,124613.7
Q88PT5,Q88PT5_PSEPK,Pp_0763,Medium-chain-fatty-acid CoA ligase,Control,R1,5451022.53
Q88PT5,Q88PT5_PSEPK,Pp_0763,Medium-chain-fatty-acid CoA ligase,Control,R2,5235394.25
Q88PT5,Q88PT5_PSEPK,Pp_0763,Medium-chain-fatty-acid CoA ligase,Control,R3,5100683.36
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,Control,R1,106266.74
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,Control,R2,140408.75
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,Control,R3,99272.86
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,Control,R1,161911.5
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,Control,R2,190770.2
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,Control,R3,204858.5
Q88PT9,Q88PT9_PSEPK,Pp_0759,Peptidase M48 domain-containing protein,Control,R1,227293.2
Q88PT9,Q88PT9_PSEPK,Pp_0759,Peptidase M48 domain-containing protein,Control,R2,306018.5
Q88PT9,Q88PT9_PSEPK,Pp_0759,Peptidase M48 domain-containing protein,Control,R3,339401.82
Q88PU2,Q88PU2_PSEPK,Pp_0756,Phospholipid/glycerol acyltransferase domain-containing protein,Control,R1,100307.51
Q88PU2,Q88PU2_PSEPK,Pp_0756,Phospholipid/glycerol acyltransferase domain-containing protein,Control,R2,96652
Q88PU2,Q88PU2_PSEPK,Pp_0756,Phospholipid/glycerol acyltransferase domain-containing protein,Control,R3,84786.54
Q88PU5,Q88PU5_PSEPK,Pp_0753,Lipoprotein,Control,R1,1783581.22
Q88PU5,Q88PU5_PSEPK,Pp_0753,Lipoprotein,Control,R2,1740470.2
Q88PU5,Q88PU5_PSEPK,Pp_0753,Lipoprotein,Control,R3,1717614.74
Q88PU7,MQO1_PSEPK,Mqo1,Probable malate:quinone oxidoreductase 1,Control,R1,5520331.64
Q88PU7,MQO1_PSEPK,Mqo1,Probable malate:quinone oxidoreductase 1,Control,R2,5109951.6
Q88PU7,MQO1_PSEPK,Mqo1,Probable malate:quinone oxidoreductase 1,Control,R3,2881735.04
Q88PU8,Q88PU8_PSEPK,Pp_0750,Aminopeptidase,Control,R1,954251.2
Q88PU8,Q88PU8_PSEPK,Pp_0750,Aminopeptidase,Control,R2,1053367.9
Q88PU8,Q88PU8_PSEPK,Pp_0750,Aminopeptidase,Control,R3,1059151.8
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,Control,R1,237732.9
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,Control,R2,281778.3
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,Control,R3,356236.7
Q88PV1,Q88PV1_PSEPK,Pp_0747,Hypoxanthine-guanine phosphoribosyltransferase,Control,R1,46689.91
Q88PV1,Q88PV1_PSEPK,Pp_0747,Hypoxanthine-guanine phosphoribosyltransferase,Control,R2,45833.15
Q88PV1,Q88PV1_PSEPK,Pp_0747,Hypoxanthine-guanine phosphoribosyltransferase,Control,R3,57083.14
Q88PV2,UPP_PSEPK,Upp,Uracil phosphoribosyltransferase,Control,R1,1211052.12
Q88PV2,UPP_PSEPK,Upp,Uracil phosphoribosyltransferase,Control,R2,1179539.9
Q88PV2,UPP_PSEPK,Upp,Uracil phosphoribosyltransferase,Control,R3,1177671.56
Q88PV4,HEMH_PSEPK,Hemh,Ferrochelatase,Control,R1,51826.41
Q88PV4,HEMH_PSEPK,Hemh,Ferrochelatase,Control,R2,64415.35
Q88PV4,HEMH_PSEPK,Hemh,Ferrochelatase,Control,R3,37354.74
Q88PV5,Q88PV5_PSEPK,Yfch,Conserved protein with NAD(P)-binding Rossmann-fold domain,Control,R1,83506.62
Q88PV5,Q88PV5_PSEPK,Yfch,Conserved protein with NAD(P)-binding Rossmann-fold domain,Control,R2,62291.4
Q88PV5,Q88PV5_PSEPK,Yfch,Conserved protein with NAD(P)-binding Rossmann-fold domain,Control,R3,41447.12
Q88PV6,Q88PV6_PSEPK,Pp_0742,Renalase,Control,R1,89624.12
Q88PV6,Q88PV6_PSEPK,Pp_0742,Renalase,Control,R2,69383.15
Q88PV6,Q88PV6_PSEPK,Pp_0742,Renalase,Control,R3,143414.54
Q88PW3,Q88PW3_PSEPK,Moeb,Molybdopterin-synthase adenylyltransferase,Control,R1,200062.51
Q88PW3,Q88PW3_PSEPK,Moeb,Molybdopterin-synthase adenylyltransferase,Control,R2,211381.95
Q88PW3,Q88PW3_PSEPK,Moeb,Molybdopterin-synthase adenylyltransferase,Control,R3,166968.64
Q88PW4,Q88PW4_PSEPK,Prmc,Release factor glutamine methyltransferase,Control,R1,170201.51
Q88PW4,Q88PW4_PSEPK,Prmc,Release factor glutamine methyltransferase,Control,R2,196735.5
Q88PW4,Q88PW4_PSEPK,Prmc,Release factor glutamine methyltransferase,Control,R3,180093.94
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,Control,R1,152248.1
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,Control,R2,107070.1
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,Control,R3,64191.26
Q88PW6,HEM1_PSEPK,Hema,Glutamyl-tRNA reductase,Control,R1,2958.51
Q88PW6,HEM1_PSEPK,Hema,Glutamyl-tRNA reductase,Control,R2,3861.35
Q88PW6,HEM1_PSEPK,Hema,Glutamyl-tRNA reductase,Control,R3,3093.94
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,Control,R1,507489.76
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,Control,R2,938464.65
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,Control,R3,796263.2
Q88PX4,LOLB_PSEPK,Lolb,Outer-membrane lipoprotein LolB,Control,R1,78244.9
Q88PX4,LOLB_PSEPK,Lolb,Outer-membrane lipoprotein LolB,Control,R2,40722.45
Q88PX4,LOLB_PSEPK,Lolb,Outer-membrane lipoprotein LolB,Control,R3,29177.64
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,Control,R1,4984664.34
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,Control,R2,4882278.65
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,Control,R3,4935654.5
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,Control,R1,9233647.47
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,Control,R2,9061166.4
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,Control,R3,9291341.46
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,Control,R1,118313.5
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,Control,R2,100168.05
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,Control,R3,118688.3
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,Control,R1,1180936.22
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,Control,R2,1114713.65
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,Control,R3,1290149.48
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,Control,R1,1005114.52
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,Control,R2,1054655.5
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,Control,R3,978993.38
Q88PY7,Q88PY7_PSEPK,Ycac-i,Hydrolase,Control,R1,17751.06
Q88PY7,Q88PY7_PSEPK,Ycac-i,Hydrolase,Control,R2,23168.1
Q88PY7,Q88PY7_PSEPK,Ycac-i,Hydrolase,Control,R3,150346.7
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,Membrane protein,Control,R1,31363.5
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,Membrane protein,Control,R2,29837.95
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,Membrane protein,Control,R3,26809.14
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,Control,R1,373390.15
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,Control,R2,312295.2
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,Control,R3,386911.94
Q88Q06,Q88Q06_PSEPK,Pp_0692,CreA protein,Control,R1,61571.31
Q88Q06,Q88Q06_PSEPK,Pp_0692,CreA protein,Control,R2,67245.05
Q88Q06,Q88Q06_PSEPK,Pp_0692,CreA protein,Control,R3,32977.44
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,Control,R1,779116.64
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,Control,R2,698820.35
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,Control,R3,746632.26
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,Control,R1,1365681.23
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,Control,R2,1272509.15
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,Control,R3,1416593.88
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,Control,R1,4145920.7
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,Control,R2,4033504.1
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,Control,R3,4086478
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,Control,R1,9354843
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,Control,R2,8968573
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,Control,R3,9532347
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,Control,R1,1008019.75
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,Control,R2,971428.7
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,Control,R3,958987.5
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,Control,R1,505242.02
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,Control,R2,419655.7
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,Control,R3,548733.04
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,Control,R1,1791240.62
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,Control,R2,1700427.7
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,Control,R3,1686441.48
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,Control,R1,3002443
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,Control,R2,3465727.65
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,Control,R3,3203672.32
Q88Q19,Q88Q19_PSEPK,Pp_0679,DUF3015 domain-containing protein,Control,R1,339524
Q88Q19,Q88Q19_PSEPK,Pp_0679,DUF3015 domain-containing protein,Control,R2,417352
Q88Q19,Q88Q19_PSEPK,Pp_0679,DUF3015 domain-containing protein,Control,R3,430123
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,Control,R1,1118994.53
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,Control,R2,706024.55
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,Control,R3,864208.46
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,Control,R1,3683477.03
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,Control,R2,3528802.2
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,Control,R3,3292332.8
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,Control,R1,5007380.23
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,Control,R2,5223502.65
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,Control,R3,5159049.34
Q88Q34,Q88Q34_PSEPK,Pp_0664,Homoserine dehydrogenase,Control,R1,5917.02
Q88Q34,Q88Q34_PSEPK,Pp_0664,Homoserine dehydrogenase,Control,R2,7722.7
Q88Q34,Q88Q34_PSEPK,Pp_0664,Homoserine dehydrogenase,Control,R3,6187.88
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,Control,R1,452643.32
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,Control,R2,508095.25
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,Control,R3,475545.04
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",Control,R1,354396.81
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein",Control,R2,238121.1
