Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88DN4,LNT_PSEPK,Lnt,Apolipoprotein N-acyltransferase,0812_0815-Control,R2,1557566,0.038205686,-1.417871998,0812_0815
Q88DN4,LNT_PSEPK,Lnt,Apolipoprotein N-acyltransferase,0812_0815-Control,R3,1551729.333,0.042156816,-1.375132195,0812_0815
Q88DN5,Q88DN5_PSEPK,Corc,Magnesium and cobalt efflux protein CorC,0812_0815-Control,R1,1195782.667,0.027352605,-1.563001307,0812_0815
Q88DN5,Q88DN5_PSEPK,Corc,Magnesium and cobalt efflux protein CorC,0812_0815-Control,R2,965290.0333,0.023677692,-1.625660634,0812_0815
Q88DN5,Q88DN5_PSEPK,Corc,Magnesium and cobalt efflux protein CorC,0812_0815-Control,R3,844866.6333,0.022953028,-1.639160007,0812_0815
Q88DN7,Q88DN7_PSEPK,Ybez,PhoH-like protein,0812_0815-Control,R1,1097575.367,0.025106189,-1.60021921,0812_0815
Q88DN7,Q88DN7_PSEPK,Ybez,PhoH-like protein,0812_0815-Control,R2,1573775.367,0.038603287,-1.413375713,0812_0815
Q88DN7,Q88DN7_PSEPK,Ybez,PhoH-like protein,0812_0815-Control,R3,1066423.6,0.028972207,-1.538018418,0812_0815
Q88DP0,GSA_PSEPK,Heml,"Glutamate-1-semialdehyde 2,1-aminomutase",0812_0815-Control,R1,1293934.7,0.029597757,-1.528741201,0812_0815
Q88DP0,GSA_PSEPK,Heml,"Glutamate-1-semialdehyde 2,1-aminomutase",0812_0815-Control,R2,793491.7,0.019463634,-1.710776068,0812_0815
Q88DP0,GSA_PSEPK,Heml,"Glutamate-1-semialdehyde 2,1-aminomutase",0812_0815-Control,R3,1763333.333,0.047905596,-1.319613748,0812_0815
Q88DP1,THIE_PSEPK,Thie,Thiamine-phosphate synthase,0812_0815-Control,R1,744147.3667,0.017021796,-1.768994612,0812_0815
Q88DP1,THIE_PSEPK,Thie,Thiamine-phosphate synthase,0812_0815-Control,R2,827773.7,0.020304541,-1.692406833,0812_0815
Q88DP1,THIE_PSEPK,Thie,Thiamine-phosphate synthase,0812_0815-Control,R3,605868.9667,0.016460027,-1.783569457,0812_0815
Q88DP2,Q88DP2_PSEPK,Thid,Phosphomethylpyrimidine kinase,0812_0815-Control,R1,630124.4,0.014413609,-1.841227264,0812_0815
Q88DP2,Q88DP2_PSEPK,Thid,Phosphomethylpyrimidine kinase,0812_0815-Control,R2,1470725.033,0.036075556,-1.442786972,0812_0815
Q88DP2,Q88DP2_PSEPK,Thid,Phosphomethylpyrimidine kinase,0812_0815-Control,R3,635409.2667,0.017262567,-1.762894621,0812_0815
Q88DP5,Q88DP5_PSEPK,Amn,AMP nucleosidase,0812_0815-Control,R1,2930814.033,0.067040107,-1.173665299,0812_0815
Q88DP5,Q88DP5_PSEPK,Amn,AMP nucleosidase,0812_0815-Control,R2,3507440.033,0.086034333,-1.065328202,0812_0815
Q88DP5,Q88DP5_PSEPK,Amn,AMP nucleosidase,0812_0815-Control,R3,3270214.267,0.088843988,-1.051371957,0812_0815
Q88DP7,Q88DP7_PSEPK,Pp_4776,AsnC family transcriptional regulator,0812_0815-Control,R1,294033.4,0.006725787,-2.172256895,0812_0815
Q88DP7,Q88DP7_PSEPK,Pp_4776,AsnC family transcriptional regulator,0812_0815-Control,R2,553358.0333,0.013573372,-1.867312237,0812_0815
Q88DP7,Q88DP7_PSEPK,Pp_4776,AsnC family transcriptional regulator,0812_0815-Control,R3,542837.3,0.014747606,-1.831278484,0812_0815
Q88DQ1,Q88DQ1_PSEPK,Hrpb,ATP-dependent helicase HrpB,0812_0815-Control,R1,492097.7,0.011256355,-1.948602226,0812_0815
Q88DQ1,Q88DQ1_PSEPK,Hrpb,ATP-dependent helicase HrpB,0812_0815-Control,R2,435849,0.010690982,-1.970982403,0812_0815
Q88DQ1,Q88DQ1_PSEPK,Hrpb,ATP-dependent helicase HrpB,0812_0815-Control,R3,202607.6,0.005504369,-2.259292433,0812_0815
Q88DQ3,Q88DQ3_PSEPK,Pp_4770,DUF2076 domain-containing protein,0812_0815-Control,R1,808286.3333,0.018488926,-1.733088325,0812_0815
Q88DQ3,Q88DQ3_PSEPK,Pp_4770,DUF2076 domain-containing protein,0812_0815-Control,R2,708023.3333,0.017367172,-1.760270886,0812_0815
Q88DQ3,Q88DQ3_PSEPK,Pp_4770,DUF2076 domain-containing protein,0812_0815-Control,R3,381740.3,0.010370981,-1.984180155,0812_0815
Q88DQ7,Q88DQ7_PSEPK,Rhle-i,ATP-dependent RNA helicase,0812_0815-Control,R1,916329.3333,0.020960326,-1.678601972,0812_0815
Q88DQ7,Q88DQ7_PSEPK,Rhle-i,ATP-dependent RNA helicase,0812_0815-Control,R2,818289.6667,0.020071906,-1.69741139,0812_0815
Q88DQ7,Q88DQ7_PSEPK,Rhle-i,ATP-dependent RNA helicase,0812_0815-Control,R3,816124.3333,0.022172168,-1.654191839,0812_0815
Q88DR1,Q88DR1_PSEPK,Tesb,Acyl-CoA thioesterase II,0812_0815-Control,R1,107810.4333,0.00246608,-2.607992769,0812_0815
Q88DR1,Q88DR1_PSEPK,Tesb,Acyl-CoA thioesterase II,0812_0815-Control,R2,475780.3333,0.011670461,-1.93291197,0812_0815
Q88DR1,Q88DR1_PSEPK,Tesb,Acyl-CoA thioesterase II,0812_0815-Control,R3,300038.6333,0.00815134,-2.088770987,0812_0815
Q88DR3,Q88DR3_PSEPK,Pp_4760,"Alcohol dehydrogenase, zinc-containing",0812_0815-Control,R1,1191911.667,0.027264059,-1.56440949,0812_0815
Q88DR3,Q88DR3_PSEPK,Pp_4760,"Alcohol dehydrogenase, zinc-containing",0812_0815-Control,R2,912576.6667,0.022384681,-1.650049096,0812_0815
Q88DR3,Q88DR3_PSEPK,Pp_4760,"Alcohol dehydrogenase, zinc-containing",0812_0815-Control,R3,992511,0.026964177,-1.569212837,0812_0815
Q88DS5,Q88DS5_PSEPK,Pp_4748,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88DS5,Q88DS5_PSEPK,Pp_4748,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R2,152532.7333,0.00374149,-2.426955404,0812_0815
Q88DS5,Q88DS5_PSEPK,Pp_4748,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0812_0815-Control,R3,114951.9333,0.003122972,-2.505431886,0812_0815
Q88DS7,Q88DS7_PSEPK,Hsds,"Type I restriction-modification system, S subunit",0812_0815-Control,R1,373993,0.008554801,-2.067790087,0812_0815
Q88DS7,Q88DS7_PSEPK,Hsds,"Type I restriction-modification system, S subunit",0812_0815-Control,R2,198782.3333,0.004875951,-2.311940672,0812_0815
Q88DS7,Q88DS7_PSEPK,Hsds,"Type I restriction-modification system, S subunit",0812_0815-Control,R3,232637.3,0.006320205,-2.199268817,0812_0815
Q88DS8,Q88DS8_PSEPK,Hsdm,site-specific DNA-methyltransferase (adenine-specific),0812_0815-Control,R1,1077905.367,0.024656253,-1.608072927,0812_0815
Q88DS8,Q88DS8_PSEPK,Hsdm,site-specific DNA-methyltransferase (adenine-specific),0812_0815-Control,R2,1314880.067,0.032252819,-1.491432315,0812_0815
Q88DS8,Q88DS8_PSEPK,Hsdm,site-specific DNA-methyltransferase (adenine-specific),0812_0815-Control,R3,1584197.933,0.043038911,-1.366138723,0812_0815
Q88DS9,Q88DS9_PSEPK,Hsdr,Type I restriction enzyme EcoAI R protein,0812_0815-Control,R1,353384.7,0.008083402,-2.092405819,0812_0815
Q88DS9,Q88DS9_PSEPK,Hsdr,Type I restriction enzyme EcoAI R protein,0812_0815-Control,R2,723701.3333,0.01775174,-1.750759084,0812_0815
Q88DS9,Q88DS9_PSEPK,Hsdr,Type I restriction enzyme EcoAI R protein,0812_0815-Control,R3,667626.6333,0.018137837,-1.741414512,0812_0815
Q88DT6,SSRP_PSEPK,Smpb,SsrA-binding protein,0812_0815-Control,R1,812408.3667,0.018583214,-1.730879174,0812_0815
Q88DT6,SSRP_PSEPK,Smpb,SsrA-binding protein,0812_0815-Control,R2,987196.7,0.024215043,-1.615914762,0812_0815
Q88DT6,SSRP_PSEPK,Smpb,SsrA-binding protein,0812_0815-Control,R3,60530.23333,0.001644463,-2.783975817,0812_0815
Q88DT8,Q88DT8_PSEPK,Bame,Outer membrane protein assembly factor BamE,0812_0815-Control,R1,402719.4,0.009211895,-2.03565101,0812_0815
Q88DT8,Q88DT8_PSEPK,Bame,Outer membrane protein assembly factor BamE,0812_0815-Control,R2,382320.1,0.009377966,-2.027891325,0812_0815
Q88DT8,Q88DT8_PSEPK,Bame,Outer membrane protein assembly factor BamE,0812_0815-Control,R3,21729.2,0.000590331,-3.228904428,0812_0815
Q88DT9,Q88DT9_PSEPK,Fur,Ferric uptake regulation protein,0812_0815-Control,R1,2698294.733,0.061721408,-1.209564175,0812_0815
Q88DT9,Q88DT9_PSEPK,Fur,Ferric uptake regulation protein,0812_0815-Control,R2,2595653.433,0.063669032,-1.196071751,0812_0815
Q88DT9,Q88DT9_PSEPK,Fur,Ferric uptake regulation protein,0812_0815-Control,R3,2019477.933,0.054864439,-1.260709053,0812_0815
Q88DU0,Q88DU0_PSEPK,Recn,DNA repair protein RecN,0812_0815-Control,R1,561628.0667,0.012846808,-1.891204758,0812_0815
Q88DU0,Q88DU0_PSEPK,Recn,DNA repair protein RecN,0812_0815-Control,R2,560720.3667,0.013753964,-1.861572126,0812_0815
Q88DU0,Q88DU0_PSEPK,Recn,DNA repair protein RecN,0812_0815-Control,R3,440599.9667,0.011970059,-1.921903705,0812_0815
Q88DU1,GRPE_PSEPK,Grpe,Protein GrpE,0812_0815-Control,R1,5487480.7,0.125521883,-0.901280555,0812_0815
Q88DU1,GRPE_PSEPK,Grpe,Protein GrpE,0812_0815-Control,R2,4088213.4,0.100280179,-0.998784899,0812_0815
Q88DU1,GRPE_PSEPK,Grpe,Protein GrpE,0812_0815-Control,R3,4178765.633,0.11352718,-0.944900151,0812_0815
Q88DU2,DNAK_PSEPK,Dnak,Chaperone protein DnaK,0812_0815-Control,R1,40286666.67,0.921526384,-0.035492226,0812_0815
Q88DU2,DNAK_PSEPK,Dnak,Chaperone protein DnaK,0812_0815-Control,R2,36098626,0.885466664,-0.052827785,0812_0815
Q88DU2,DNAK_PSEPK,Dnak,Chaperone protein DnaK,0812_0815-Control,R3,41350000,1.123381709,0.050527348,0812_0815
Q88DU3,DNAJ_PSEPK,Dnaj,Chaperone protein DnaJ,0812_0815-Control,R1,3616666.667,0.082728457,-1.082345078,0812_0815
Q88DU3,DNAJ_PSEPK,Dnaj,Chaperone protein DnaJ,0812_0815-Control,R2,3446666.667,0.084543618,-1.072919173,0812_0815
Q88DU3,DNAJ_PSEPK,Dnaj,Chaperone protein DnaJ,0812_0815-Control,R3,3640000,0.098890192,-1.004846782,0812_0815
Q88DU4,DAPB_PSEPK,Dapb,4-hydroxy-tetrahydrodipicolinate reductase,0812_0815-Control,R1,3693333.333,0.084482147,-1.073235055,0812_0815
Q88DU4,DAPB_PSEPK,Dapb,4-hydroxy-tetrahydrodipicolinate reductase,0812_0815-Control,R2,3840904,0.094213903,-1.025885004,0812_0815
Q88DU4,DAPB_PSEPK,Dapb,4-hydroxy-tetrahydrodipicolinate reductase,0812_0815-Control,R3,2188128.967,0.059446289,-1.22587525,0812_0815
Q88DU5,CARA_PSEPK,Cara,Carbamoyl phosphate synthase small chain,0812_0815-Control,R1,3290000,0.075256209,-1.123457663,0812_0815
Q88DU5,CARA_PSEPK,Cara,Carbamoyl phosphate synthase small chain,0812_0815-Control,R2,3503333.333,0.0859336,-1.065836995,0812_0815
Q88DU5,CARA_PSEPK,Cara,Carbamoyl phosphate synthase small chain,0812_0815-Control,R3,3533333.333,0.095992311,-1.017763555,0812_0815
Q88DU6,CARB_PSEPK,Carb,Carbamoyl phosphate synthase large chain,0812_0815-Control,R1,7484302.333,0.171197635,-0.766502238,0812_0815
Q88DU6,CARB_PSEPK,Carb,Carbamoyl phosphate synthase large chain,0812_0815-Control,R2,8576074,0.210363343,-0.677029937,0812_0815
Q88DU6,CARB_PSEPK,Carb,Carbamoyl phosphate synthase large chain,0812_0815-Control,R3,9035448,0.245471754,-0.609998475,0812_0815
Q88DU7,GREA_PSEPK,Grea,Transcription elongation factor GreA,0812_0815-Control,R1,1050446.7,0.024028157,-1.61927954,0812_0815
Q88DU7,GREA_PSEPK,Grea,Transcription elongation factor GreA,0812_0815-Control,R2,1069891,0.026243459,-1.580978922,0812_0815
Q88DU7,GREA_PSEPK,Grea,Transcription elongation factor GreA,0812_0815-Control,R3,923217.9667,0.025081649,-1.600643918,0812_0815
Q88DU9,Q88DU9_PSEPK,Pp_4720,RNA binding protein,0812_0815-Control,R1,1032352.333,0.023614262,-1.626825617,0812_0815
Q88DU9,Q88DU9_PSEPK,Pp_4720,RNA binding protein,0812_0815-Control,R2,940710,0.023074766,-1.636862696,0812_0815
Q88DU9,Q88DU9_PSEPK,Pp_4720,RNA binding protein,0812_0815-Control,R3,470591.6333,0.012784862,-1.893303964,0812_0815
Q88DV1,Q88DV1_PSEPK,Ftsh,ATP-dependent zinc metalloprotease FtsH,0812_0815-Control,R1,1985005.667,0.045405471,-1.34289181,0812_0815
Q88DV1,Q88DV1_PSEPK,Ftsh,ATP-dependent zinc metalloprotease FtsH,0812_0815-Control,R2,2177043,0.053400897,-1.272451449,0812_0815
Q88DV1,Q88DV1_PSEPK,Ftsh,ATP-dependent zinc metalloprotease FtsH,0812_0815-Control,R3,2462765,0.066907501,-1.174525193,0812_0815
Q88DV2,Q88DV2_PSEPK,Folp,Dihydropteroate synthase,0812_0815-Control,R1,1590814.033,0.036388642,-1.439034148,0812_0815
Q88DV2,Q88DV2_PSEPK,Folp,Dihydropteroate synthase,0812_0815-Control,R2,1777993.333,0.043612569,-1.360388328,0812_0815
Q88DV2,Q88DV2_PSEPK,Folp,Dihydropteroate synthase,0812_0815-Control,R3,1712098.967,0.04651368,-1.3324193,0812_0815
Q88DV3,GLMM_PSEPK,Glmm,Phosphoglucosamine mutase,0812_0815-Control,R1,1278294.733,0.029240005,-1.534022562,0812_0815
Q88DV3,GLMM_PSEPK,Glmm,Phosphoglucosamine mutase,0812_0815-Control,R2,2357440.033,0.057825873,-1.237877802,0812_0815
Q88DV3,GLMM_PSEPK,Glmm,Phosphoglucosamine mutase,0812_0815-Control,R3,3318765.633,0.090163014,-1.044971581,0812_0815
Q88DV4,TPIS_PSEPK,Tpia,Triosephosphate isomerase,0812_0815-Control,R1,1698620.333,0.038854628,-1.410557243,0812_0815
Q88DV4,TPIS_PSEPK,Tpia,Triosephosphate isomerase,0812_0815-Control,R2,1606666.667,0.039410081,-1.404392673,0812_0815
Q88DV4,TPIS_PSEPK,Tpia,Triosephosphate isomerase,0812_0815-Control,R3,1487341.667,0.040407556,-1.393537421,0812_0815
Q88DV5,RIMP_PSEPK,Rimp,Ribosome maturation factor RimP,0812_0815-Control,R1,374961.4,0.008576952,-2.066666999,0812_0815
Q88DV5,RIMP_PSEPK,Rimp,Ribosome maturation factor RimP,0812_0815-Control,R2,300311.7333,0.007366375,-2.132746156,0812_0815
Q88DV5,RIMP_PSEPK,Rimp,Ribosome maturation factor RimP,0812_0815-Control,R3,360864.6,0.009803838,-2.008603885,0812_0815
Q88DV6,Q88DV6_PSEPK,Nusa,Transcription termination/antitermination protein NusA,0812_0815-Control,R1,5518957,0.126241879,-0.898796551,0812_0815
Q88DV6,Q88DV6_PSEPK,Nusa,Transcription termination/antitermination protein NusA,0812_0815-Control,R2,5818985,0.142734442,-0.845471219,0812_0815
Q88DV6,Q88DV6_PSEPK,Nusa,Transcription termination/antitermination protein NusA,0812_0815-Control,R3,4959388.667,0.134734861,-0.87052002,0812_0815
Q88DV7,IF2_PSEPK,Infb,Translation initiation factor IF-2,0812_0815-Control,R1,6908036,0.158015988,-0.801298969,0812_0815
Q88DV7,IF2_PSEPK,Infb,Translation initiation factor IF-2,0812_0815-Control,R2,6643136.667,0.162950137,-0.787945269,0812_0815
Q88DV7,IF2_PSEPK,Infb,Translation initiation factor IF-2,0812_0815-Control,R3,7504029,0.203866721,-0.690653662,0812_0815
Q88DV8,RBFA_PSEPK,Rbfa,Ribosome-binding factor A,0812_0815-Control,R1,1188294.733,0.027181324,-1.565729389,0812_0815
Q88DV8,RBFA_PSEPK,Rbfa,Ribosome-binding factor A,0812_0815-Control,R2,1573224.333,0.038589771,-1.413527801,0812_0815
Q88DV8,RBFA_PSEPK,Rbfa,Ribosome-binding factor A,0812_0815-Control,R3,1038765.633,0.028220806,-1.549430592,0812_0815
Q88DV9,RS15_PSEPK,Rpso,Small ribosomal subunit protein uS15,0812_0815-Control,R1,5683984.333,0.130016752,-0.886000689,0812_0815
Q88DV9,RS15_PSEPK,Rpso,Small ribosomal subunit protein uS15,0812_0815-Control,R2,6054106.7,0.148501765,-0.828268386,0812_0815
Q88DV9,RS15_PSEPK,Rpso,Small ribosomal subunit protein uS15,0812_0815-Control,R3,4245432.3,0.115338355,-0.938026246,0812_0815
Q88DW0,PNP_PSEPK,Pnp,Polyribonucleotide nucleotidyltransferase,0812_0815-Control,R1,13990814.03,0.320029065,-0.494810577,0812_0815
Q88DW0,PNP_PSEPK,Pnp,Polyribonucleotide nucleotidyltransferase,0812_0815-Control,R2,13990000,0.343162053,-0.464500742,0812_0815
Q88DW0,PNP_PSEPK,Pnp,Polyribonucleotide nucleotidyltransferase,0812_0815-Control,R3,15052098.97,0.408929931,-0.3883511,0812_0815
Q88DW1,Q88DW1_PSEPK,Pp_4707,OsmY-related protein,0812_0815-Control,R1,461628.0667,0.010559385,-1.976361355,0812_0815
Q88DW1,Q88DW1_PSEPK,Pp_4707,OsmY-related protein,0812_0815-Control,R2,375955.3667,0.009221845,-2.035182168,0812_0815
Q88DW1,Q88DW1_PSEPK,Pp_4707,OsmY-related protein,0812_0815-Control,R3,560561.3,0.015229125,-1.817325054,0812_0815
Q88DW4,Q88DW4_PSEPK,Pp_4704,DUF748 domain-containing protein,0812_0815-Control,R1,671451.0333,0.015358924,-1.813639215,0812_0815
Q88DW4,Q88DW4_PSEPK,Pp_4704,DUF748 domain-containing protein,0812_0815-Control,R2,594327.6667,0.01457832,-1.836292509,0812_0815
Q88DW4,Q88DW4_PSEPK,Pp_4704,DUF748 domain-containing protein,0812_0815-Control,R3,1216673.333,0.033054137,-1.480774176,0812_0815
Q88DW8,PANC_PSEPK,Panc,Pantothenate synthetase,0812_0815-Control,R1,374588.0667,0.008568413,-2.067099623,0812_0815
Q88DW8,PANC_PSEPK,Panc,Pantothenate synthetase,0812_0815-Control,R2,389445.4,0.009552744,-2.019871878,0812_0815
Q88DW8,PANC_PSEPK,Panc,Pantothenate synthetase,0812_0815-Control,R3,367524.6,0.009984774,-2.000661752,0812_0815
Q88DW9,PANB_PSEPK,Panb,3-methyl-2-oxobutanoate hydroxymethyltransferase,0812_0815-Control,R1,170668.0667,0.0039039,-2.408501292,0812_0815
Q88DW9,PANB_PSEPK,Panb,3-methyl-2-oxobutanoate hydroxymethyltransferase,0812_0815-Control,R2,717999.6667,0.017611883,-1.754194214,0812_0815
Q88DW9,PANB_PSEPK,Panb,3-methyl-2-oxobutanoate hydroxymethyltransferase,0812_0815-Control,R3,170102.2667,0.004621276,-2.335238065,0812_0815
Q88DX1,Q88DX1_PSEPK,Pcnb,Poly(A) polymerase I,0812_0815-Control,R1,1170000,0.026762846,-1.572467699,0812_0815
Q88DX1,Q88DX1_PSEPK,Pcnb,Poly(A) polymerase I,0812_0815-Control,R2,911093,0.022348288,-1.650755747,0812_0815
Q88DX1,Q88DX1_PSEPK,Pcnb,Poly(A) polymerase I,0812_0815-Control,R3,1207242.333,0.032797919,-1.484153709,0812_0815
Q88DX2,Q88DX2_PSEPK,Pp_4696,Nitrogen regulation protein NR(I),0812_0815-Control,R1,1488144.333,0.034040152,-1.468008506,0812_0815
Q88DX2,Q88DX2_PSEPK,Pp_4696,Nitrogen regulation protein NR(I),0812_0815-Control,R2,1396553.333,0.034256191,-1.465260931,0812_0815
Q88DX2,Q88DX2_PSEPK,Pp_4696,Nitrogen regulation protein NR(I),0812_0815-Control,R3,1176010,0.03194941,-1.495537151,0812_0815
Q88DX4,GLUQ_PSEPK,Gluq,Glutamyl-Q tRNA(Asp) synthetase,0812_0815-Control,R1,309741.7667,0.007085104,-2.14965379,0812_0815
Q88DX4,GLUQ_PSEPK,Gluq,Glutamyl-Q tRNA(Asp) synthetase,0812_0815-Control,R2,141902.7667,0.003480747,-2.458327594,0812_0815
Q88DX4,GLUQ_PSEPK,Gluq,Glutamyl-Q tRNA(Asp) synthetase,0812_0815-Control,R3,21729.2,0.000590331,-3.228904428,0812_0815
Q88DX5,Q88DX5_PSEPK,Dksa,RNA polymerase-binding transcription factor DksA,0812_0815-Control,R1,2848294.733,0.065152542,-1.186068634,0812_0815
Q88DX5,Q88DX5_PSEPK,Dksa,RNA polymerase-binding transcription factor DksA,0812_0815-Control,R2,2764880.067,0.067820009,-1.168642159,0812_0815
Q88DX5,Q88DX5_PSEPK,Dksa,RNA polymerase-binding transcription factor DksA,0812_0815-Control,R3,2810864.6,0.076364544,-1.117108239,0812_0815
Q88DX6,Q88DX6_PSEPK,Pp_4692,Aminotransferase,0812_0815-Control,R1,421054.7,0.009631301,-2.016315042,0812_0815
Q88DX6,Q88DX6_PSEPK,Pp_4692,Aminotransferase,0812_0815-Control,R2,256772.7,0.006298402,-2.200769609,0812_0815
Q88DX6,Q88DX6_PSEPK,Pp_4692,Aminotransferase,0812_0815-Control,R3,364197.9333,0.009894397,-2.004610688,0812_0815
Q88DY4,Q88DY4_PSEPK,Pp_4684,Aminoglycoside phosphotransferase domain-containing protein,0812_0815-Control,R1,3213781.667,0.073512773,-1.133637192,0812_0815
Q88DY4,Q88DY4_PSEPK,Pp_4684,Aminoglycoside phosphotransferase domain-containing protein,0812_0815-Control,R2,3820773.367,0.093720117,-1.028167179,0812_0815
Q88DY4,Q88DY4_PSEPK,Pp_4684,Aminoglycoside phosphotransferase domain-containing protein,0812_0815-Control,R3,4032206,0.109545501,-0.960405454,0812_0815
Q88DY5,Q88DY5_PSEPK,Mrcb,Penicillin-binding protein 1B,0812_0815-Control,R1,470123.3667,0.010753709,-1.968441724,0812_0815
Q88DY5,Q88DY5_PSEPK,Mrcb,Penicillin-binding protein 1B,0812_0815-Control,R2,211068.4,0.005177317,-2.285895239,0812_0815
Q88DY5,Q88DY5_PSEPK,Mrcb,Penicillin-binding protein 1B,0812_0815-Control,R3,704282.3333,0.019133685,-1.718201371,0812_0815
Q88DY6,Q88DY6_PSEPK,Pp_4682,Uncharacterized protein,0812_0815-Control,R1,1372181,0.031387581,-1.50324216,0812_0815
Q88DY6,Q88DY6_PSEPK,Pp_4682,Uncharacterized protein,0812_0815-Control,R2,1001623.7,0.024568924,-1.609613864,0812_0815
Q88DY6,Q88DY6_PSEPK,Pp_4682,Uncharacterized protein,0812_0815-Control,R3,890060.9667,0.024180852,-1.61652841,0812_0815
Q88DY8,Q88DY8_PSEPK,Ilvi,Acetolactate synthase,0812_0815-Control,R1,4503333.333,0.103010272,-0.987119467,0812_0815
Q88DY8,Q88DY8_PSEPK,Ilvi,Acetolactate synthase,0812_0815-Control,R2,3876666.667,0.095091129,-1.021859997,0812_0815
Q88DY8,Q88DY8_PSEPK,Ilvi,Acetolactate synthase,0812_0815-Control,R3,3040000,0.082589611,-1.083074582,0812_0815
Q88DY9,Q88DY9_PSEPK,Ilvh,Acetolactate synthase small subunit,0812_0815-Control,R1,3213333.333,0.073502518,-1.133697782,0812_0815
Q88DY9,Q88DY9_PSEPK,Ilvh,Acetolactate synthase small subunit,0812_0815-Control,R2,3830000,0.093946438,-1.027119683,0812_0815
Q88DY9,Q88DY9_PSEPK,Ilvh,Acetolactate synthase small subunit,0812_0815-Control,R3,1487707.3,0.040417489,-1.393430671,0812_0815
Q88DZ0,ILVC_PSEPK,Ilvc,Ketol-acid reductoisomerase (NADP(+)),0812_0815-Control,R1,27136666.67,0.620730291,-0.207097061,0812_0815
Q88DZ0,ILVC_PSEPK,Ilvc,Ketol-acid reductoisomerase (NADP(+)),0812_0815-Control,R2,18403333.33,0.451417131,-0.345421964,0812_0815
Q88DZ0,ILVC_PSEPK,Ilvc,Ketol-acid reductoisomerase (NADP(+)),0812_0815-Control,R3,17033333.33,0.462755384,-0.33464852,0812_0815
Q88DZ4,Q88DZ4_PSEPK,Recc,RecBCD enzyme subunit RecC,0812_0815-Control,R1,58466.1,0.001337367,-2.873749436,0812_0815
Q88DZ4,Q88DZ4_PSEPK,Recc,RecBCD enzyme subunit RecC,0812_0815-Control,R2,332421.1,0.008153989,-2.088629874,0812_0815
Q88DZ4,Q88DZ4_PSEPK,Recc,RecBCD enzyme subunit RecC,0812_0815-Control,R3,176127.9333,0.004784979,-2.320119926,0812_0815
Q88DZ5,Q88DZ5_PSEPK,Recb,RecBCD enzyme subunit RecB,0812_0815-Control,R1,173475.7333,0.003968123,-2.401414829,0812_0815
Q88DZ5,Q88DZ5_PSEPK,Recb,RecBCD enzyme subunit RecB,0812_0815-Control,R2,201875.7,0.004951828,-2.305234411,0812_0815
Q88DZ5,Q88DZ5_PSEPK,Recb,RecBCD enzyme subunit RecB,0812_0815-Control,R3,352255.3,0.009569943,-2.019090629,0812_0815
Q88DZ6,Q88DZ6_PSEPK,Recd,RecBCD enzyme subunit RecD,0812_0815-Control,R1,449492,0.010281782,-1.987931594,0812_0815
Q88DZ6,Q88DZ6_PSEPK,Recd,RecBCD enzyme subunit RecD,0812_0815-Control,R2,197557.0333,0.004845895,-2.314625961,0812_0815
Q88DZ6,Q88DZ6_PSEPK,Recd,RecBCD enzyme subunit RecD,0812_0815-Control,R3,145754.3,0.0039598,-2.402326789,0812_0815
Q88E00,Q88E00_PSEPK,Pp_4668,"Transcriptional regulator, LysR family",0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88E00,Q88E00_PSEPK,Pp_4668,"Transcriptional regulator, LysR family",0812_0815-Control,R2,239892.4,0.005884344,-2.230301967,0812_0815
Q88E00,Q88E00_PSEPK,Pp_4668,"Transcriptional regulator, LysR family",0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88E01,Q88E01_PSEPK,Mmsa-ii,methylmalonate-semialdehyde dehydrogenase (CoA acylating),0812_0815-Control,R1,4876666.667,0.111549983,-0.95253049,0812_0815
Q88E01,Q88E01_PSEPK,Mmsa-ii,methylmalonate-semialdehyde dehydrogenase (CoA acylating),0812_0815-Control,R2,5396666.667,0.132375355,-0.878192863,0812_0815
Q88E01,Q88E01_PSEPK,Mmsa-ii,methylmalonate-semialdehyde dehydrogenase (CoA acylating),0812_0815-Control,R3,5373333.333,0.145980759,-0.835704383,0812_0815
Q88E02,Q88E02_PSEPK,Mmsb,3-hydroxyisobutyrate dehydrogenase,0812_0815-Control,R1,3387480.7,0.077486005,-1.110776732,0812_0815
Q88E02,Q88E02_PSEPK,Mmsb,3-hydroxyisobutyrate dehydrogenase,0812_0815-Control,R2,4196106,0.102926687,-0.987472006,0812_0815
Q88E02,Q88E02_PSEPK,Mmsb,3-hydroxyisobutyrate dehydrogenase,0812_0815-Control,R3,3686105,0.100142755,-0.999380463,0812_0815
