Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88E02,Q88E02_PSEPK,Mmsb,3-hydroxyisobutyrate dehydrogenase,0812_0815-Control,4956783.667,0.10242958,-0.989574608,Control
Q88E02,Q88E02_PSEPK,Mmsb,3-hydroxyisobutyrate dehydrogenase,0812_0815-Control,3767450.333,0.077516485,-1.11060593,Control
Q88E02,Q88E02_PSEPK,Mmsb,3-hydroxyisobutyrate dehydrogenase,0812_0815-Control,2865980.667,0.069055397,-1.160802375,Control
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,0812_0815-Control,1620000,0.032240613,-1.491596715,Control
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,0812_0815-Control,1456666.667,0.028685615,-1.542335836,Control
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,0812_0815-Control,1486666.667,0.029583972,-1.528943522,Control
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,0812_0815-Control,1490000,0.027970543,-1.55329911,Control
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,0812_0815-Control,1660000,0.031972609,-1.495221926,Control
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,0812_0815-Control,1608011,0.032936299,-1.482325201,Control
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,0812_0815-Control,1866666.667,0.036437812,-1.438447709,Control
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,0812_0815-Control,1776666.667,0.034690784,-1.459785882,Control
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,0812_0815-Control,1286666.667,0.025695344,-1.590145566,Control
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,0812_0815-Control,1670000,0.034509757,-1.462058101,Control
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,0812_0815-Control,1923333.333,0.039573193,-1.402598907,Control
Q88E10,MCPS_PSEPK,Mcps,Methyl-accepting chemotaxis protein McpS,0812_0815-Control,1896666.667,0.045699914,-1.34008462,Control
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,0812_0815-Control,133731.4667,0.002661472,-2.574878122,Control
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,0812_0815-Control,414441,0.008161438,-2.088233305,Control
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,0812_0815-Control,198821.4,0.003956453,-2.402693998,Control
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,0812_0815-Control,337980,0.00634462,-2.197594377,Control
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,0812_0815-Control,350307.6667,0.006747139,-2.170880372,Control
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,0812_0815-Control,248404.6667,0.005087982,-2.293454465,Control
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,0812_0815-Control,36022.83333,0.000703175,-3.152936613,Control
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,0812_0815-Control,9039.67,0.000176507,-3.75323926,Control
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,0812_0815-Control,72261.6,0.001443098,-2.840704042,Control
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,0812_0815-Control,556127.3333,0.011492107,-1.939600332,Control
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,0812_0815-Control,432725.6667,0.008903468,-2.05044081,Control
Q88E11,Q88E11_PSEPK,Ypfj,Zinc metalloprotease,0812_0815-Control,22530.8,0.000542876,-3.265299019,Control
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0812_0815-Control,1096251.333,0.021817169,-1.661201595,Control
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0812_0815-Control,1178034,0.023198602,-1.634538193,Control
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0812_0815-Control,1526666.667,0.030379953,-1.517412903,Control
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0812_0815-Control,1028103.333,0.019299737,-1.714448611,Control
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0812_0815-Control,970965,0.018701376,-1.728126439,Control
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0812_0815-Control,1350118,0.027653972,-1.558242489,Control
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0812_0815-Control,1363333.333,0.026612616,-1.574912428,Control
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0812_0815-Control,1403333.333,0.027401164,-1.562230995,Control
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0812_0815-Control,1470000,0.029356598,-1.532294281,Control
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0812_0815-Control,1643333.333,0.033958703,-1.469048908,Control
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0812_0815-Control,1460000,0.030039963,-1.52230061,Control
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0812_0815-Control,1023230.667,0.024654597,-1.608102084,Control
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0812_0815-Control,23022,0.000458175,-3.33896868,Control
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0812_0815-Control,29838.88,0.000587606,-3.2309135,Control
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0812_0815-Control,95456.26667,0.001899535,-2.721352681,Control
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0812_0815-Control,252763.6667,0.004744924,-2.323770732,Control
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0812_0815-Control,145379,0.002800088,-2.552828337,Control
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0812_0815-Control,124536,0.002550825,-2.593319303,Control
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0812_0815-Control,109841.8667,0.002144141,-2.668746577,Control
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0812_0815-Control,208877.3367,0.004078491,-2.389500515,Control
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0812_0815-Control,175073.9,0.003496309,-2.45639021,Control
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0812_0815-Control,232169.1333,0.004797665,-2.318970092,Control
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0812_0815-Control,197915.2,0.004072168,-2.390174316,Control
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0812_0815-Control,227603.4667,0.005484073,-2.260896759,Control
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0812_0815-Control,691346.7333,0.013758915,-1.861415814,Control
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0812_0815-Control,1098388.77,0.021630177,-1.664939934,Control
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0812_0815-Control,757983.0667,0.015083509,-1.821497622,Control
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0812_0815-Control,1119447,0.021014456,-1.677481842,Control
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0812_0815-Control,727667.3333,0.014015315,-1.853397135,Control
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0812_0815-Control,1078503.333,0.022090588,-1.655792724,Control
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0812_0815-Control,984563.3333,0.019218929,-1.716270824,Control
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0812_0815-Control,1099821,0.021474852,-1.668069828,Control
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0812_0815-Control,1073623.333,0.021440767,-1.668759674,Control
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0812_0815-Control,1488119,0.030751272,-1.512136911,Control
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0812_0815-Control,1174615.333,0.024168083,-1.6167578,Control
Q88E20,RLMG_PSEPK,Rlmg,Ribosomal RNA large subunit methyltransferase G,0812_0815-Control,99251.2,0.002391444,-2.621339865,Control
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,0812_0815-Control,664083.7333,0.013216337,-1.878888887,Control
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,0812_0815-Control,873887.4367,0.017209152,-1.764240522,Control
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,0812_0815-Control,1351427.333,0.026892772,-1.570364428,Control
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,0812_0815-Control,1177431.667,0.022102955,-1.655549667,Control
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,0812_0815-Control,1171601.667,0.02256576,-1.646550033,Control
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,0812_0815-Control,1940000,0.039736308,-1.400812486,Control
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,0812_0815-Control,1059054.633,0.020673018,-1.684596117,Control
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,0812_0815-Control,1944484.223,0.037967551,-1.420587412,Control
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,0812_0815-Control,1089706.333,0.021761953,-1.662302141,Control
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,0812_0815-Control,1135716.667,0.023469045,-1.629504573,Control
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,0812_0815-Control,1076137.517,0.022141871,-1.654785693,Control
Q88E22,Q88E22_PSEPK,Fpr-ii,Flavodoxin/ferredoxin--NADP reductase,0812_0815-Control,163463.2,0.003938623,-2.404655635,Control
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,0812_0815-Control,549208.8,0.010930141,-1.961374242,Control
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,0812_0815-Control,688253.77,0.013553535,-1.867947419,Control
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,0812_0815-Control,479678.4,0.009545376,-2.020206963,Control
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,0812_0815-Control,528590.6667,0.009922797,-2.003365888,Control
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,0812_0815-Control,509580.6667,0.009814833,-2.008117071,Control
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,0812_0815-Control,465548.6667,0.009535662,-2.020649129,Control
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,0812_0815-Control,589029.9333,0.011498015,-1.939377116,Control
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,0812_0815-Control,719359.78,0.014046053,-1.852445684,Control
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,0812_0815-Control,52068.6,0.001039835,-2.983035715,Control
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,0812_0815-Control,601624.0667,0.012432276,-1.905449372,Control
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,0812_0815-Control,493846.1833,0.010161042,-1.993061764,Control
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein RadA,0812_0815-Control,22530.8,0.000542876,-3.265299019,Control
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0812_0815-Control,2121271.067,0.042216715,-1.374515561,Control
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0812_0815-Control,2068388.77,0.040732039,-1.390063847,Control
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0812_0815-Control,2193995.733,0.043659489,-1.359921347,Control
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0812_0815-Control,2229461.667,0.041851847,-1.378285369,Control
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0812_0815-Control,2199693.667,0.042367437,-1.37296781,Control
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0812_0815-Control,2289441,0.04689378,-1.32888476,Control
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0812_0815-Control,2486181.633,0.048530903,-1.313981628,Control
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0812_0815-Control,338371.1133,0.006606956,-2.179998556,Control
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0812_0815-Control,400060.6,0.0079894,-2.097485834,Control
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0812_0815-Control,1840964.4,0.038042655,-1.419729182,Control
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0812_0815-Control,1835284.517,0.037761561,-1.422950065,Control
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0812_0815-Control,538353.8667,0.01297156,-1.887007795,Control
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,0812_0815-Control,1355329.067,0.026973234,-1.569066977,Control
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,0812_0815-Control,910110.8733,0.017922487,-1.746601715,Control
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,0812_0815-Control,1105804.333,0.022004989,-1.657478839,Control
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,0812_0815-Control,1356368.833,0.025461995,-1.594107577,Control
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,0812_0815-Control,1290535.667,0.024856501,-1.604560002,Control
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,0812_0815-Control,1186239.667,0.024297312,-1.614441774,Control
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,0812_0815-Control,1286181.633,0.025106595,-1.600212178,Control
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,0812_0815-Control,700650.5233,0.013680741,-1.863890386,Control
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,0812_0815-Control,654365.3,0.013067986,-1.883791355,Control
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,0812_0815-Control,1259054.733,0.026017768,-1.584729963,Control
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,0812_0815-Control,1377253.533,0.028337428,-1.54763957,Control
Q88E27,Q88E27_PSEPK,Yjiy,Transporter,0812_0815-Control,420041.0667,0.01012083,-1.994783879,Control
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,0812_0815-Control,902364.1333,0.017958502,-1.745729905,Control
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,0812_0815-Control,913444.2067,0.01798813,-1.745013993,Control
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,0812_0815-Control,1129380.733,0.022474149,-1.648316751,Control
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,0812_0815-Control,1070480.333,0.020095245,-1.696906686,Control
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,0812_0815-Control,1238716.667,0.023858436,-1.622358033,Control
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,0812_0815-Control,1181085.667,0.024191744,-1.616332817,Control
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,0812_0815-Control,1037834.3,0.020258792,-1.693386462,Control
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,0812_0815-Control,856348.2233,0.016720858,-1.776741435,Control
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,0812_0815-Control,1045937.633,0.020887871,-1.680105826,Control
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,0812_0815-Control,989813.0667,0.020454017,-1.68922139,Control
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,0812_0815-Control,1012926.667,0.020841287,-1.681075461,Control
Q88E29,Q88E29_PSEPK,Zinu,P-loop guanosine triphosphatase-dependent zinc chaperone,0812_0815-Control,405020.5333,0.009758912,-2.01059859,Control
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,0812_0815-Control,160640.1667,0.003196998,-2.495257583,Control
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,0812_0815-Control,439900.4367,0.008662802,-2.062341625,Control
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,0812_0815-Control,32009.16667,0.000636967,-3.195882758,Control
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,0812_0815-Control,164401.3,0.00308617,-2.510580131,Control
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,0812_0815-Control,118360.8333,0.002279702,-2.642122,Control
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,0812_0815-Control,181771.9,0.003723167,-2.429087469,Control
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,0812_0815-Control,195331.6333,0.003812924,-2.4187419,Control
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,0812_0815-Control,191487.5567,0.003738942,-2.427251279,Control
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,0812_0815-Control,104890.2667,0.002094708,-2.678876426,Control
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,0812_0815-Control,39267.26667,0.000811439,-3.090743901,Control
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,0812_0815-Control,129102.65,0.002656328,-2.575718309,Control
Q88E32,Q88E32_PSEPK,Yqef,Acetyl-CoA acetyltransferase,0812_0815-Control,239415.9333,0.005768693,-2.238922582,Control
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],0812_0815-Control,5322554.333,0.105927415,-0.974991626,Control
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],0812_0815-Control,4267207,0.084032579,-1.075552307,Control
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],0812_0815-Control,4474756.333,0.089045559,-1.050387735,Control
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],0812_0815-Control,4787225,0.089866631,-1.046401539,Control
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],0812_0815-Control,4777325,0.092014183,-1.036145227,Control
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],0812_0815-Control,4776743,0.097840274,-1.00948234,Control
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],0812_0815-Control,5251843.667,0.102517335,-0.989202692,Control
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],0812_0815-Control,5310588.667,0.103693332,-0.984249172,Control
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],0812_0815-Control,5100375.667,0.101856922,-0.992009451,Control
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],0812_0815-Control,4705552,0.097237997,-1.012163996,Control
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],0812_0815-Control,4300021,0.088474295,-1.053182889,Control
Q88E33,FABV_PSEPK,Fabv,Enoyl-[acyl-carrier-protein] reductase [NADH],0812_0815-Control,2940182.933,0.07084329,-1.149701279,Control
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,0812_0815-Control,872368.7333,0.017361545,-1.760411638,Control
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,0812_0815-Control,1123444,0.02212358,-1.655144589,Control
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,0812_0815-Control,1085655.667,0.02160404,-1.665465022,Control
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,0812_0815-Control,1109894.333,0.020835132,-1.681203744,Control
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,0812_0815-Control,1049056.667,0.020205469,-1.694531066,Control
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,0812_0815-Control,1130423.667,0.023154053,-1.635372975,Control
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,0812_0815-Control,1101203,0.021495765,-1.667647096,Control
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,0812_0815-Control,1018438.3,0.019885792,-1.701457113,Control
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,0812_0815-Control,985077.3333,0.019672462,-1.70614129,Control
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,0812_0815-Control,1134888,0.023451921,-1.629821569,Control
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,0812_0815-Control,1110685.7,0.02285271,-1.641062285,Control
Q88E35,Q88E35_PSEPK,Pp_4633,SMc04008-like domain-containing protein,0812_0815-Control,1316318.667,0.031716511,-1.498714591,Control
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,0812_0815-Control,1240425.4,0.024686466,-1.607541079,Control
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,0812_0815-Control,1203307,0.023696294,-1.625319575,Control
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,0812_0815-Control,1463097.667,0.02911496,-1.535883808,Control
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,0812_0815-Control,1185890.033,0.022261737,-1.652440959,Control
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,0812_0815-Control,899582.3333,0.017326502,-1.761289096,Control
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,0812_0815-Control,1200442.667,0.024588227,-1.609272793,Control
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,0812_0815-Control,1131752.3,0.022092095,-1.655763096,Control
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,0812_0815-Control,1237680.223,0.024166659,-1.616783385,Control
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,0812_0815-Control,1138311.633,0.022732623,-1.643350442,Control
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,0812_0815-Control,845262.1333,0.017466941,-1.757783159,Control
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,0812_0815-Control,1092428.85,0.02247707,-1.648260305,Control
Q88E40,Q88E40_PSEPK,Pp_4628,Flavodoxin-like domain-containing protein,0812_0815-Control,168774.1333,0.004066589,-2.390769745,Control
Q88E47,HGD_PSEPK,Hmga,"Homogentisate 1,2-dioxygenase",0812_0815-Control,568352,0.011311121,-1.946494337,Control
Q88E47,HGD_PSEPK,Hmga,"Homogentisate 1,2-dioxygenase",0812_0815-Control,737054.3333,0.014514547,-1.838196514,Control
Q88E47,HGD_PSEPK,Hmga,"Homogentisate 1,2-dioxygenase",0812_0815-Control,650975.6667,0.012954111,-1.887592371,Control
