Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
Q88DI3,Q88DI3_PSEPK,Urtb,Urea ABC transporter,PP_0815,R2,294186.02
Q88DI3,Q88DI3_PSEPK,Urtb,Urea ABC transporter,PP_0815,R3,245702.073
Q88DI4,Q88DI4_PSEPK,Urta,"Urea ABC transporter, periplasmic protein",PP_0815,R1,4812176.24
Q88DI4,Q88DI4_PSEPK,Urta,"Urea ABC transporter, periplasmic protein",PP_0815,R2,4747065.54
Q88DI4,Q88DI4_PSEPK,Urta,"Urea ABC transporter, periplasmic protein",PP_0815,R3,4518074.392
Q88DI9,Q88DI9_PSEPK,Pp_4836,Copper chaperone PCu(A)C,PP_0815,R1,96941.9
Q88DI9,Q88DI9_PSEPK,Pp_4836,Copper chaperone PCu(A)C,PP_0815,R2,86887.6
Q88DI9,Q88DI9_PSEPK,Pp_4836,Copper chaperone PCu(A)C,PP_0815,R3,79280.3
Q88DJ1,Q88DJ1_PSEPK,Pp_4834,SPFH domain/Band 7 family protein,PP_0815,R1,281225.48
Q88DJ1,Q88DJ1_PSEPK,Pp_4834,SPFH domain/Band 7 family protein,PP_0815,R2,315405.42
Q88DJ1,Q88DJ1_PSEPK,Pp_4834,SPFH domain/Band 7 family protein,PP_0815,R3,255198.873
Q88DJ8,Q88DJ8_PSEPK,Cobi,Precorrin-2 C(20)-methyltransferase,PP_0815,R1,67519.08
Q88DJ8,Q88DJ8_PSEPK,Cobi,Precorrin-2 C(20)-methyltransferase,PP_0815,R2,68049.22
Q88DJ8,Q88DJ8_PSEPK,Cobi,Precorrin-2 C(20)-methyltransferase,PP_0815,R3,120423.3
Q88DK2,PUR2_PSEPK,Purd,Phosphoribosylamine--glycine ligase,PP_0815,R1,2932546.04
Q88DK2,PUR2_PSEPK,Purd,Phosphoribosylamine--glycine ligase,PP_0815,R2,2566565.3
Q88DK2,PUR2_PSEPK,Purd,Phosphoribosylamine--glycine ligase,PP_0815,R3,2980656.619
Q88DK3,PUR9_PSEPK,Purh,Bifunctional purine biosynthesis protein PurH,PP_0815,R1,5343764.82
Q88DK3,PUR9_PSEPK,Purh,Bifunctional purine biosynthesis protein PurH,PP_0815,R2,5604093.96
Q88DK3,PUR9_PSEPK,Purh,Bifunctional purine biosynthesis protein PurH,PP_0815,R3,5687306.184
Q88DK6,Q88DK6_PSEPK,Pp_4819,Zinc finger/thioredoxin putative domain-containing protein,PP_0815,R1,257819.8
Q88DK6,Q88DK6_PSEPK,Pp_4819,Zinc finger/thioredoxin putative domain-containing protein,PP_0815,R2,270610.7
Q88DK6,Q88DK6_PSEPK,Pp_4819,Zinc finger/thioredoxin putative domain-containing protein,PP_0815,R3,269892.4
Q88DK7,PRMA_PSEPK,Prma,Ribosomal protein L11 methyltransferase,PP_0815,R1,383152.96
Q88DK7,PRMA_PSEPK,Prma,Ribosomal protein L11 methyltransferase,PP_0815,R2,428947.42
Q88DK7,PRMA_PSEPK,Prma,Ribosomal protein L11 methyltransferase,PP_0815,R3,459087.9
Q88DK8,Q88DK8_PSEPK,Pp_4817,MaoC domain protein,PP_0815,R1,1132286.2
Q88DK8,Q88DK8_PSEPK,Pp_4817,MaoC domain protein,PP_0815,R2,1230429.3
Q88DK8,Q88DK8_PSEPK,Pp_4817,MaoC domain protein,PP_0815,R3,1003607.1
Q88DL4,PROA_PSEPK,Proa,Gamma-glutamyl phosphate reductase,PP_0815,R1,3109981.48
Q88DL4,PROA_PSEPK,Proa,Gamma-glutamyl phosphate reductase,PP_0815,R2,3249909.4
Q88DL4,PROA_PSEPK,Proa,Gamma-glutamyl phosphate reductase,PP_0815,R3,3197925.673
Q88DL5,NADD_PSEPK,Nadd,Probable nicotinate-nucleotide adenylyltransferase,PP_0815,R1,65763.14
Q88DL5,NADD_PSEPK,Nadd,Probable nicotinate-nucleotide adenylyltransferase,PP_0815,R2,80827.26
Q88DL5,NADD_PSEPK,Nadd,Probable nicotinate-nucleotide adenylyltransferase,PP_0815,R3,187265.473
Q88DL6,Q88DL6_PSEPK,Rsfs,Ribosomal silencing factor RsfS,PP_0815,R1,1452714
Q88DL6,Q88DL6_PSEPK,Rsfs,Ribosomal silencing factor RsfS,PP_0815,R2,1494188
Q88DL6,Q88DL6_PSEPK,Rsfs,Ribosomal silencing factor RsfS,PP_0815,R3,1334170.873
Q88DL7,RLMH_PSEPK,Rlmh,Ribosomal RNA large subunit methyltransferase H,PP_0815,R1,79255.88
Q88DL7,RLMH_PSEPK,Rlmh,Ribosomal RNA large subunit methyltransferase H,PP_0815,R2,81287.52
Q88DL7,RLMH_PSEPK,Rlmh,Ribosomal RNA large subunit methyltransferase H,PP_0815,R3,63284.673
Q88DM0,Q88DM0_PSEPK,Mltb,Membrane-bound lytic murein transglycosylase B,PP_0815,R1,386798.36
Q88DM0,Q88DM0_PSEPK,Mltb,Membrane-bound lytic murein transglycosylase B,PP_0815,R2,365359.36
Q88DM0,Q88DM0_PSEPK,Mltb,Membrane-bound lytic murein transglycosylase B,PP_0815,R3,403104.946
Q88DM2,Q88DM2_PSEPK,Daca,serine-type D-Ala-D-Ala carboxypeptidase,PP_0815,R1,5886401.48
Q88DM2,Q88DM2_PSEPK,Daca,serine-type D-Ala-D-Ala carboxypeptidase,PP_0815,R2,5832637.42
Q88DM2,Q88DM2_PSEPK,Daca,serine-type D-Ala-D-Ala carboxypeptidase,PP_0815,R3,5745674.873
Q88DM3,Y4802_PSEPK,Pp_4802,UPF0250 protein PP_4802,PP_0815,R1,1448963
Q88DM3,Y4802_PSEPK,Pp_4802,UPF0250 protein PP_4802,PP_0815,R2,1628665
Q88DM3,Y4802_PSEPK,Pp_4802,UPF0250 protein PP_4802,PP_0815,R3,1543563
Q88DM4,LIPB_PSEPK,Lipb,Octanoyltransferase,PP_0815,R1,825475.46
Q88DM4,LIPB_PSEPK,Lipb,Octanoyltransferase,PP_0815,R2,849785.12
Q88DM4,LIPB_PSEPK,Lipb,Octanoyltransferase,PP_0815,R3,631948.573
Q88DM5,LIPA_PSEPK,Lipa,Lipoyl synthase,PP_0815,R1,28767.4
Q88DM5,LIPA_PSEPK,Lipa,Lipoyl synthase,PP_0815,R2,29457.1
Q88DM5,LIPA_PSEPK,Lipa,Lipoyl synthase,PP_0815,R3,198216.119
Q88DM6,Q88DM6_PSEPK,Pp_4799,Muramoyltetrapeptide carboxypeptidase,PP_0815,R1,96763.98
Q88DM6,Q88DM6_PSEPK,Pp_4799,Muramoyltetrapeptide carboxypeptidase,PP_0815,R2,118734.42
Q88DM6,Q88DM6_PSEPK,Pp_4799,Muramoyltetrapeptide carboxypeptidase,PP_0815,R3,307261
Q88DM7,Q88DM7_PSEPK,Pp_4798,Membrane-bound lytic murein transglycosylase,PP_0815,R1,2865895.96
Q88DM7,Q88DM7_PSEPK,Pp_4798,Membrane-bound lytic murein transglycosylase,PP_0815,R2,2692279.27
Q88DM7,Q88DM7_PSEPK,Pp_4798,Membrane-bound lytic murein transglycosylase,PP_0815,R3,2421587.419
Q88DN0,Q88DN0_PSEPK,Lpte,LPS-assembly lipoprotein LptE,PP_0815,R1,4894651.06
Q88DN0,Q88DN0_PSEPK,Lpte,LPS-assembly lipoprotein LptE,PP_0815,R2,5206401.2
Q88DN0,Q88DN0_PSEPK,Lpte,LPS-assembly lipoprotein LptE,PP_0815,R3,4526327.519
Q88DN1,SYL_PSEPK,Leus,Leucine--tRNA ligase,PP_0815,R1,10018742.28
Q88DN1,SYL_PSEPK,Leus,Leucine--tRNA ligase,PP_0815,R2,9070569.86
Q88DN1,SYL_PSEPK,Leus,Leucine--tRNA ligase,PP_0815,R3,10037808.72
Q88DN4,LNT_PSEPK,Lnt,Apolipoprotein N-acyltransferase,PP_0815,R1,1200372.46
Q88DN4,LNT_PSEPK,Lnt,Apolipoprotein N-acyltransferase,PP_0815,R2,1518027.82
Q88DN4,LNT_PSEPK,Lnt,Apolipoprotein N-acyltransferase,PP_0815,R3,1260427.146
Q88DN5,Q88DN5_PSEPK,Corc,Magnesium and cobalt efflux protein CorC,PP_0815,R1,1276184.86
Q88DN5,Q88DN5_PSEPK,Corc,Magnesium and cobalt efflux protein CorC,PP_0815,R2,1897832.82
Q88DN5,Q88DN5_PSEPK,Corc,Magnesium and cobalt efflux protein CorC,PP_0815,R3,1801753.073
Q88DN6,YBEY_PSEPK,Ybey,Endoribonuclease YbeY,PP_0815,R1,132425.48
Q88DN6,YBEY_PSEPK,Ybey,Endoribonuclease YbeY,PP_0815,R2,179633.5
Q88DN6,YBEY_PSEPK,Ybey,Endoribonuclease YbeY,PP_0815,R3,178772.3
Q88DN7,Q88DN7_PSEPK,Ybez,PhoH-like protein,PP_0815,R1,1385979.72
Q88DN7,Q88DN7_PSEPK,Ybez,PhoH-like protein,PP_0815,R2,1393041.38
Q88DN7,Q88DN7_PSEPK,Ybez,PhoH-like protein,PP_0815,R3,1470362.792
Q88DN9,Q88DN9_PSEPK,Pp_4785,Sel1 repeat family protein,PP_0815,R1,147967.6
Q88DN9,Q88DN9_PSEPK,Pp_4785,Sel1 repeat family protein,PP_0815,R2,121051.6
Q88DN9,Q88DN9_PSEPK,Pp_4785,Sel1 repeat family protein,PP_0815,R3,119832.7
Q88DP0,GSA_PSEPK,Heml,"Glutamate-1-semialdehyde 2,1-aminomutase",PP_0815,R1,3957887.32
Q88DP0,GSA_PSEPK,Heml,"Glutamate-1-semialdehyde 2,1-aminomutase",PP_0815,R2,3801685.08
Q88DP0,GSA_PSEPK,Heml,"Glutamate-1-semialdehyde 2,1-aminomutase",PP_0815,R3,3493148.819
Q88DP1,THIE_PSEPK,Thie,Thiamine-phosphate synthase,PP_0815,R1,811182.4
Q88DP1,THIE_PSEPK,Thie,Thiamine-phosphate synthase,PP_0815,R2,754583.3
Q88DP1,THIE_PSEPK,Thie,Thiamine-phosphate synthase,PP_0815,R3,697541.8
Q88DP2,Q88DP2_PSEPK,Thid,Phosphomethylpyrimidine kinase,PP_0815,R1,850827.04
Q88DP2,Q88DP2_PSEPK,Thid,Phosphomethylpyrimidine kinase,PP_0815,R2,894180.14
Q88DP2,Q88DP2_PSEPK,Thid,Phosphomethylpyrimidine kinase,PP_0815,R3,825575.419
Q88DP4,Q88DP4_PSEPK,Pp_4780,Acyl-CoA dehydrogenase,PP_0815,R1,5753.48
Q88DP4,Q88DP4_PSEPK,Pp_4780,Acyl-CoA dehydrogenase,PP_0815,R2,5891.42
Q88DP4,Q88DP4_PSEPK,Pp_4780,Acyl-CoA dehydrogenase,PP_0815,R3,660.873
Q88DP5,Q88DP5_PSEPK,Amn,AMP nucleosidase,PP_0815,R1,3072670.66
Q88DP5,Q88DP5_PSEPK,Amn,AMP nucleosidase,PP_0815,R2,3242535.32
Q88DP5,Q88DP5_PSEPK,Amn,AMP nucleosidase,PP_0815,R3,3040941.273
Q88DP7,Q88DP7_PSEPK,Pp_4776,AsnC family transcriptional regulator,PP_0815,R1,707743.28
Q88DP7,Q88DP7_PSEPK,Pp_4776,AsnC family transcriptional regulator,PP_0815,R2,857398.72
Q88DP7,Q88DP7_PSEPK,Pp_4776,AsnC family transcriptional regulator,PP_0815,R3,1013388.273
Q88DP8,Q88DP8_PSEPK,Pp_4775,Glycine zipper family protein,PP_0815,R1,11506.96
Q88DP8,Q88DP8_PSEPK,Pp_4775,Glycine zipper family protein,PP_0815,R2,161470.42
Q88DP8,Q88DP8_PSEPK,Pp_4775,Glycine zipper family protein,PP_0815,R3,1321.746
Q88DQ3,Q88DQ3_PSEPK,Pp_4770,DUF2076 domain-containing protein,PP_0815,R1,1207879.86
Q88DQ3,Q88DQ3_PSEPK,Pp_4770,DUF2076 domain-containing protein,PP_0815,R2,1423931.26
Q88DQ3,Q88DQ3_PSEPK,Pp_4770,DUF2076 domain-containing protein,PP_0815,R3,1380677.619
Q88DQ4,Q88DQ4_PSEPK,Pp_4769,NYN domain-containing protein,PP_0815,R1,218703
Q88DQ4,Q88DQ4_PSEPK,Pp_4769,NYN domain-containing protein,PP_0815,R2,228137
Q88DQ4,Q88DQ4_PSEPK,Pp_4769,NYN domain-containing protein,PP_0815,R3,373387
Q88DQ7,Q88DQ7_PSEPK,Rhle-i,ATP-dependent RNA helicase,PP_0815,R1,1337637.26
Q88DQ7,Q88DQ7_PSEPK,Rhle-i,ATP-dependent RNA helicase,PP_0815,R2,1201934.02
Q88DQ7,Q88DQ7_PSEPK,Rhle-i,ATP-dependent RNA helicase,PP_0815,R3,1164980.019
Q88DR1,Q88DR1_PSEPK,Tesb,Acyl-CoA thioesterase II,PP_0815,R1,214711.74
Q88DR1,Q88DR1_PSEPK,Tesb,Acyl-CoA thioesterase II,PP_0815,R2,273392.24
Q88DR1,Q88DR1_PSEPK,Tesb,Acyl-CoA thioesterase II,PP_0815,R3,427732.2
Q88DR3,Q88DR3_PSEPK,Pp_4760,"Alcohol dehydrogenase, zinc-containing",PP_0815,R1,878686.48
Q88DR3,Q88DR3_PSEPK,Pp_4760,"Alcohol dehydrogenase, zinc-containing",PP_0815,R2,452837.42
Q88DR3,Q88DR3_PSEPK,Pp_4760,"Alcohol dehydrogenase, zinc-containing",PP_0815,R3,408734.573
Q88DS5,Q88DS5_PSEPK,Pp_4748,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0815,R1,47484.98
Q88DS5,Q88DS5_PSEPK,Pp_4748,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0815,R2,37481.82
Q88DS5,Q88DS5_PSEPK,Pp_4748,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0815,R3,92901
Q88DS7,Q88DS7_PSEPK,Hsds,"Type I restriction-modification system, S subunit",PP_0815,R1,236616.3
Q88DS7,Q88DS7_PSEPK,Hsds,"Type I restriction-modification system, S subunit",PP_0815,R2,49106.04
Q88DS7,Q88DS7_PSEPK,Hsds,"Type I restriction-modification system, S subunit",PP_0815,R3,207617.2
Q88DS8,Q88DS8_PSEPK,Hsdm,site-specific DNA-methyltransferase (adenine-specific),PP_0815,R1,727315.38
Q88DS8,Q88DS8_PSEPK,Hsdm,site-specific DNA-methyltransferase (adenine-specific),PP_0815,R2,699840.74
Q88DS8,Q88DS8_PSEPK,Hsdm,site-specific DNA-methyltransferase (adenine-specific),PP_0815,R3,1000077.273
Q88DS9,Q88DS9_PSEPK,Hsdr,Type I restriction enzyme EcoAI R protein,PP_0815,R1,659066.74
Q88DS9,Q88DS9_PSEPK,Hsdr,Type I restriction enzyme EcoAI R protein,PP_0815,R2,973001.84
Q88DS9,Q88DS9_PSEPK,Hsdr,Type I restriction enzyme EcoAI R protein,PP_0815,R3,520700.919
Q88DT1,Q88DT1_PSEPK,Pp_4738,Uncharacterized protein,PP_0815,R1,164189.48
Q88DT1,Q88DT1_PSEPK,Pp_4738,Uncharacterized protein,PP_0815,R2,163209.9
Q88DT1,Q88DT1_PSEPK,Pp_4738,Uncharacterized protein,PP_0815,R3,150931.6
Q88DT6,SSRP_PSEPK,Smpb,SsrA-binding protein,PP_0815,R1,786331.3
Q88DT6,SSRP_PSEPK,Smpb,SsrA-binding protein,PP_0815,R2,810339.4
Q88DT6,SSRP_PSEPK,Smpb,SsrA-binding protein,PP_0815,R3,641283.8
Q88DT8,Q88DT8_PSEPK,Bame,Outer membrane protein assembly factor BamE,PP_0815,R1,822771.46
Q88DT8,Q88DT8_PSEPK,Bame,Outer membrane protein assembly factor BamE,PP_0815,R2,875580.72
Q88DT8,Q88DT8_PSEPK,Bame,Outer membrane protein assembly factor BamE,PP_0815,R3,877886.346
Q88DT9,Q88DT9_PSEPK,Fur,Ferric uptake regulation protein,PP_0815,R1,5570311.66
Q88DT9,Q88DT9_PSEPK,Fur,Ferric uptake regulation protein,PP_0815,R2,5573130.72
Q88DT9,Q88DT9_PSEPK,Fur,Ferric uptake regulation protein,PP_0815,R3,5234061.373
Q88DU0,Q88DU0_PSEPK,Recn,DNA repair protein RecN,PP_0815,R1,519452.3
Q88DU0,Q88DU0_PSEPK,Recn,DNA repair protein RecN,PP_0815,R2,232610.94
Q88DU0,Q88DU0_PSEPK,Recn,DNA repair protein RecN,PP_0815,R3,398590.765
Q88DU1,GRPE_PSEPK,Grpe,Protein GrpE,PP_0815,R1,15091586.56
Q88DU1,GRPE_PSEPK,Grpe,Protein GrpE,PP_0815,R2,13467479.34
Q88DU1,GRPE_PSEPK,Grpe,Protein GrpE,PP_0815,R3,12552452.37
Q88DU2,DNAK_PSEPK,Dnak,Chaperone protein DnaK,PP_0815,R1,106572123
Q88DU2,DNAK_PSEPK,Dnak,Chaperone protein DnaK,PP_0815,R2,109232737
Q88DU2,DNAK_PSEPK,Dnak,Chaperone protein DnaK,PP_0815,R3,103252270.1
Q88DU3,DNAJ_PSEPK,Dnaj,Chaperone protein DnaJ,PP_0815,R1,3601285.56
Q88DU3,DNAJ_PSEPK,Dnaj,Chaperone protein DnaJ,PP_0815,R2,4517456.48
Q88DU3,DNAJ_PSEPK,Dnaj,Chaperone protein DnaJ,PP_0815,R3,3982057.219
Q88DU4,DAPB_PSEPK,Dapb,4-hydroxy-tetrahydrodipicolinate reductase,PP_0815,R1,8804334.84
Q88DU4,DAPB_PSEPK,Dapb,4-hydroxy-tetrahydrodipicolinate reductase,PP_0815,R2,9489196.9
Q88DU4,DAPB_PSEPK,Dapb,4-hydroxy-tetrahydrodipicolinate reductase,PP_0815,R3,8842039.492
Q88DU5,CARA_PSEPK,Cara,Carbamoyl phosphate synthase small chain,PP_0815,R1,5862381.88
Q88DU5,CARA_PSEPK,Cara,Carbamoyl phosphate synthase small chain,PP_0815,R2,5579827.42
Q88DU5,CARA_PSEPK,Cara,Carbamoyl phosphate synthase small chain,PP_0815,R3,5445818.573
Q88DU6,CARB_PSEPK,Carb,Carbamoyl phosphate synthase large chain,PP_0815,R1,19568634.96
Q88DU6,CARB_PSEPK,Carb,Carbamoyl phosphate synthase large chain,PP_0815,R2,19377750.18
Q88DU6,CARB_PSEPK,Carb,Carbamoyl phosphate synthase large chain,PP_0815,R3,20049479.23
Q88DU7,GREA_PSEPK,Grea,Transcription elongation factor GreA,PP_0815,R1,2419934.58
Q88DU7,GREA_PSEPK,Grea,Transcription elongation factor GreA,PP_0815,R2,2172074.9
Q88DU7,GREA_PSEPK,Grea,Transcription elongation factor GreA,PP_0815,R3,2077894.692
Q88DU9,Q88DU9_PSEPK,Pp_4720,RNA binding protein,PP_0815,R1,854716.48
Q88DU9,Q88DU9_PSEPK,Pp_4720,RNA binding protein,PP_0815,R2,653470.12
Q88DU9,Q88DU9_PSEPK,Pp_4720,RNA binding protein,PP_0815,R3,692366.846
Q88DV0,RLME_PSEPK,Rlme,Ribosomal RNA large subunit methyltransferase E,PP_0815,R1,70911.06
Q88DV0,RLME_PSEPK,Rlme,Ribosomal RNA large subunit methyltransferase E,PP_0815,R2,1577059.22
Q88DV0,RLME_PSEPK,Rlme,Ribosomal RNA large subunit methyltransferase E,PP_0815,R3,1982.619
Q88DV1,Q88DV1_PSEPK,Ftsh,ATP-dependent zinc metalloprotease FtsH,PP_0815,R1,3745723.55
Q88DV1,Q88DV1_PSEPK,Ftsh,ATP-dependent zinc metalloprotease FtsH,PP_0815,R2,6268945.34
Q88DV1,Q88DV1_PSEPK,Ftsh,ATP-dependent zinc metalloprotease FtsH,PP_0815,R3,4608928.484
Q88DV2,Q88DV2_PSEPK,Folp,Dihydropteroate synthase,PP_0815,R1,1642435.06
Q88DV2,Q88DV2_PSEPK,Folp,Dihydropteroate synthase,PP_0815,R2,1669267.62
Q88DV2,Q88DV2_PSEPK,Folp,Dihydropteroate synthase,PP_0815,R3,1571543
Q88DV3,GLMM_PSEPK,Glmm,Phosphoglucosamine mutase,PP_0815,R1,3950545.48
Q88DV3,GLMM_PSEPK,Glmm,Phosphoglucosamine mutase,PP_0815,R2,3236573.1
Q88DV3,GLMM_PSEPK,Glmm,Phosphoglucosamine mutase,PP_0815,R3,3413827.5
Q88DV4,TPIS_PSEPK,Tpia,Triosephosphate isomerase,PP_0815,R1,1256524.48
Q88DV4,TPIS_PSEPK,Tpia,Triosephosphate isomerase,PP_0815,R2,1265829.42
Q88DV4,TPIS_PSEPK,Tpia,Triosephosphate isomerase,PP_0815,R3,1405148
Q88DV5,RIMP_PSEPK,Rimp,Ribosome maturation factor RimP,PP_0815,R1,5753.48
Q88DV5,RIMP_PSEPK,Rimp,Ribosome maturation factor RimP,PP_0815,R2,87330.3
Q88DV5,RIMP_PSEPK,Rimp,Ribosome maturation factor RimP,PP_0815,R3,105356
Q88DV6,Q88DV6_PSEPK,Nusa,Transcription termination/antitermination protein NusA,PP_0815,R1,12697523.8
Q88DV6,Q88DV6_PSEPK,Nusa,Transcription termination/antitermination protein NusA,PP_0815,R2,13914968.28
Q88DV6,Q88DV6_PSEPK,Nusa,Transcription termination/antitermination protein NusA,PP_0815,R3,13620112.77
Q88DV7,IF2_PSEPK,Infb,Translation initiation factor IF-2,PP_0815,R1,14232137.62
Q88DV7,IF2_PSEPK,Infb,Translation initiation factor IF-2,PP_0815,R2,14532849.3
Q88DV7,IF2_PSEPK,Infb,Translation initiation factor IF-2,PP_0815,R3,13703733.76
Q88DV8,RBFA_PSEPK,Rbfa,Ribosome-binding factor A,PP_0815,R1,891002.18
Q88DV8,RBFA_PSEPK,Rbfa,Ribosome-binding factor A,PP_0815,R2,822704.02
Q88DV8,RBFA_PSEPK,Rbfa,Ribosome-binding factor A,PP_0815,R3,448968.011
Q88DV9,RS15_PSEPK,Rpso,Small ribosomal subunit protein uS15,PP_0815,R1,2979144
Q88DV9,RS15_PSEPK,Rpso,Small ribosomal subunit protein uS15,PP_0815,R2,2675436
Q88DV9,RS15_PSEPK,Rpso,Small ribosomal subunit protein uS15,PP_0815,R3,2415550
Q88DW0,PNP_PSEPK,Pnp,Polyribonucleotide nucleotidyltransferase,PP_0815,R1,31642885.44
Q88DW0,PNP_PSEPK,Pnp,Polyribonucleotide nucleotidyltransferase,PP_0815,R2,31655719.52
Q88DW0,PNP_PSEPK,Pnp,Polyribonucleotide nucleotidyltransferase,PP_0815,R3,30404843.69
Q88DW1,Q88DW1_PSEPK,Pp_4707,OsmY-related protein,PP_0815,R1,445387.3
Q88DW1,Q88DW1_PSEPK,Pp_4707,OsmY-related protein,PP_0815,R2,274648.22
Q88DW1,Q88DW1_PSEPK,Pp_4707,OsmY-related protein,PP_0815,R3,296064.473
Q88DW4,Q88DW4_PSEPK,Pp_4704,DUF748 domain-containing protein,PP_0815,R1,1709752.28
Q88DW4,Q88DW4_PSEPK,Pp_4704,DUF748 domain-containing protein,PP_0815,R2,1783487.32
Q88DW4,Q88DW4_PSEPK,Pp_4704,DUF748 domain-containing protein,PP_0815,R3,1949883.973
Q88DW7,G6PI2_PSEPK,Pgi2,Glucose-6-phosphate isomerase 2,PP_0815,R1,221911.8
Q88DW7,G6PI2_PSEPK,Pgi2,Glucose-6-phosphate isomerase 2,PP_0815,R2,223089.42
Q88DW7,G6PI2_PSEPK,Pgi2,Glucose-6-phosphate isomerase 2,PP_0815,R3,310739.8
Q88DW8,PANC_PSEPK,Panc,Pantothenate synthetase,PP_0815,R1,843970.22
Q88DW8,PANC_PSEPK,Panc,Pantothenate synthetase,PP_0815,R2,1213119.32
Q88DW8,PANC_PSEPK,Panc,Pantothenate synthetase,PP_0815,R3,1455131.273
Q88DW9,PANB_PSEPK,Panb,3-methyl-2-oxobutanoate hydroxymethyltransferase,PP_0815,R1,523478.9
Q88DW9,PANB_PSEPK,Panb,3-methyl-2-oxobutanoate hydroxymethyltransferase,PP_0815,R2,433692.1
Q88DW9,PANB_PSEPK,Panb,3-methyl-2-oxobutanoate hydroxymethyltransferase,PP_0815,R3,477597.2
Q88DX1,Q88DX1_PSEPK,Pcnb,Poly(A) polymerase I,PP_0815,R1,890318.56
Q88DX1,Q88DX1_PSEPK,Pcnb,Poly(A) polymerase I,PP_0815,R2,1014324.1
Q88DX1,Q88DX1_PSEPK,Pcnb,Poly(A) polymerase I,PP_0815,R3,1068062.9
Q88DX2,Q88DX2_PSEPK,Pp_4696,Nitrogen regulation protein NR(I),PP_0815,R1,1102466.26
Q88DX2,Q88DX2_PSEPK,Pp_4696,Nitrogen regulation protein NR(I),PP_0815,R2,1293885.52
Q88DX2,Q88DX2_PSEPK,Pp_4696,Nitrogen regulation protein NR(I),PP_0815,R3,1423553.9
Q88DX4,GLUQ_PSEPK,Gluq,Glutamyl-Q tRNA(Asp) synthetase,PP_0815,R1,17260.44
Q88DX4,GLUQ_PSEPK,Gluq,Glutamyl-Q tRNA(Asp) synthetase,PP_0815,R2,26440.94
Q88DX4,GLUQ_PSEPK,Gluq,Glutamyl-Q tRNA(Asp) synthetase,PP_0815,R3,1982.619
Q88DX5,Q88DX5_PSEPK,Dksa,RNA polymerase-binding transcription factor DksA,PP_0815,R1,3518513.98
Q88DX5,Q88DX5_PSEPK,Dksa,RNA polymerase-binding transcription factor DksA,PP_0815,R2,3375674.84
Q88DX5,Q88DX5_PSEPK,Dksa,RNA polymerase-binding transcription factor DksA,PP_0815,R3,3178382.373
Q88DX6,Q88DX6_PSEPK,Pp_4692,Aminotransferase,PP_0815,R1,200964.94
Q88DX6,Q88DX6_PSEPK,Pp_4692,Aminotransferase,PP_0815,R2,257498.44
Q88DX6,Q88DX6_PSEPK,Pp_4692,Aminotransferase,PP_0815,R3,294891.573
Q88DX9,Q88DX9_PSEPK,Pp_4689,"Heme/hemin ABC transporter, periplasmic heme/hemin-binding protein",PP_0815,R1,17260.44
Q88DX9,Q88DX9_PSEPK,Pp_4689,"Heme/hemin ABC transporter, periplasmic heme/hemin-binding protein",PP_0815,R2,17674.26
Q88DX9,Q88DX9_PSEPK,Pp_4689,"Heme/hemin ABC transporter, periplasmic heme/hemin-binding protein",PP_0815,R3,99871.446
Q88DY4,Q88DY4_PSEPK,Pp_4684,Aminoglycoside phosphotransferase domain-containing protein,PP_0815,R1,5307753.96
Q88DY4,Q88DY4_PSEPK,Pp_4684,Aminoglycoside phosphotransferase domain-containing protein,PP_0815,R2,4843961.62
Q88DY4,Q88DY4_PSEPK,Pp_4684,Aminoglycoside phosphotransferase domain-containing protein,PP_0815,R3,4843106.746
Q88DY5,Q88DY5_PSEPK,Mrcb,Penicillin-binding protein 1B,PP_0815,R1,202334.68
Q88DY5,Q88DY5_PSEPK,Mrcb,Penicillin-binding protein 1B,PP_0815,R2,149172.94
Q88DY5,Q88DY5_PSEPK,Mrcb,Penicillin-binding protein 1B,PP_0815,R3,165385.446
Q88DY6,Q88DY6_PSEPK,Pp_4682,Uncharacterized protein,PP_0815,R1,611167.86
Q88DY6,Q88DY6_PSEPK,Pp_4682,Uncharacterized protein,PP_0815,R2,483944.22
Q88DY6,Q88DY6_PSEPK,Pp_4682,Uncharacterized protein,PP_0815,R3,593967.646
Q88DY7,Q88DY7_PSEPK,Pp_4681,YqcC-like domain-containing protein,PP_0815,R1,84087.6
Q88DY7,Q88DY7_PSEPK,Pp_4681,YqcC-like domain-containing protein,PP_0815,R2,60418
Q88DY7,Q88DY7_PSEPK,Pp_4681,YqcC-like domain-containing protein,PP_0815,R3,78785.7
Q88DY8,Q88DY8_PSEPK,Ilvi,Acetolactate synthase,PP_0815,R1,7463341.6
Q88DY8,Q88DY8_PSEPK,Ilvi,Acetolactate synthase,PP_0815,R2,7311149.42
Q88DY8,Q88DY8_PSEPK,Ilvi,Acetolactate synthase,PP_0815,R3,6843326.792
Q88DY9,Q88DY9_PSEPK,Ilvh,Acetolactate synthase small subunit,PP_0815,R1,4711278.18
Q88DY9,Q88DY9_PSEPK,Ilvh,Acetolactate synthase small subunit,PP_0815,R2,4328350.96
Q88DY9,Q88DY9_PSEPK,Ilvh,Acetolactate synthase small subunit,PP_0815,R3,4382965.673
