Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88D35,GSHB_PSEPK,Gshb,Glutathione synthetase,0812_0815-Control,R3,1352216.667,0.029318147,-1.532863476,0812_0815_NONTARGET
Q88D37,Q88D37_PSEPK,Pilh,Protein PilH,0812_0815-Control,R1,172245.8667,0.003728325,-2.428486228,0812_0815_NONTARGET
Q88D37,Q88D37_PSEPK,Pilh,Protein PilH,0812_0815-Control,R2,213621.2667,0.004586353,-2.338532499,0812_0815_NONTARGET
Q88D37,Q88D37_PSEPK,Pilh,Protein PilH,0812_0815-Control,R3,197931.7333,0.004291466,-2.367394333,0812_0815_NONTARGET
Q88D40,Q88D40_PSEPK,Pp_4988,histidine kinase,0812_0815-Control,R1,963624.3333,0.020858003,-1.680727279,0812_0815_NONTARGET
Q88D40,Q88D40_PSEPK,Pp_4988,histidine kinase,0812_0815-Control,R2,627323.6,0.013468358,-1.870685359,0812_0815_NONTARGET
Q88D40,Q88D40_PSEPK,Pp_4988,histidine kinase,0812_0815-Control,R3,760440.0333,0.016487515,-1.782844789,0812_0815_NONTARGET
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,0812_0815-Control,R1,217195.8,0.004701283,-2.327783615,0812_0815_NONTARGET
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,0812_0815-Control,R2,21313.86667,0.000457599,-3.33951474,0812_0815_NONTARGET
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,0812_0815-Control,R3,395176.4333,0.008568036,-2.067118724,0812_0815_NONTARGET
Q88D45,Q88D45_PSEPK,Pp_4983,Tryptophan 2-monooxygenase,0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88D45,Q88D45_PSEPK,Pp_4983,Tryptophan 2-monooxygenase,0812_0815-Control,R2,15985.4,0.000343199,-3.464453477,0812_0815_NONTARGET
Q88D45,Q88D45_PSEPK,Pp_4983,Tryptophan 2-monooxygenase,0812_0815-Control,R3,11843.1,0.000256777,-3.590444364,0812_0815_NONTARGET
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,0812_0815-Control,R1,774380.4667,0.01676175,-1.775680648,0812_0815_NONTARGET
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,0812_0815-Control,R2,1115201.133,0.023942871,-1.620823783,0812_0815_NONTARGET
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,0812_0815-Control,R3,1066608.367,0.023125718,-1.635904775,0812_0815_NONTARGET
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,0812_0815-Control,R1,2588936.667,0.056038485,-1.251513611,0812_0815_NONTARGET
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,0812_0815-Control,R2,2915277.333,0.062589703,-1.203497109,0812_0815_NONTARGET
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,0812_0815-Control,R3,2639636.333,0.057231396,-1.242365663,0812_0815_NONTARGET
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,0812_0815-Control,R1,3782751,0.081879035,-1.086827283,0812_0815_NONTARGET
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,0812_0815-Control,R2,2335130.667,0.050134213,-1.299865798,0812_0815_NONTARGET
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,0812_0815-Control,R3,3068722.667,0.066534651,-1.17695212,0812_0815_NONTARGET
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,0812_0815-Control,R1,939571.4667,0.02033737,-1.691705218,0812_0815_NONTARGET
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,0812_0815-Control,R2,764227.8,0.01640763,-1.784954153,0812_0815_NONTARGET
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,0812_0815-Control,R3,1617634.667,0.03507282,-1.455029315,0812_0815_NONTARGET
Q88D58,Q88D58_PSEPK,Pp_4969,DUF1090 domain-containing protein,0812_0815-Control,R1,277229.6667,0.006000738,-2.221795335,0812_0815_NONTARGET
Q88D58,Q88D58_PSEPK,Pp_4969,DUF1090 domain-containing protein,0812_0815-Control,R2,493002.8,0.01058455,-1.975327599,0812_0815_NONTARGET
Q88D58,Q88D58_PSEPK,Pp_4969,DUF1090 domain-containing protein,0812_0815-Control,R3,481551.5667,0.010440782,-1.981266961,0812_0815_NONTARGET
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,0812_0815-Control,R1,3215138.333,0.069592851,-1.157435374,0812_0815_NONTARGET
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,0812_0815-Control,R2,3295172.667,0.070745886,-1.150298809,0812_0815_NONTARGET
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,0812_0815-Control,R3,3498998.333,0.075863692,-1.119966025,0812_0815_NONTARGET
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,0812_0815-Control,R1,8790000,0.19026278,-0.720646162,0812_0815_NONTARGET
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,0812_0815-Control,R2,8293333.333,0.178054165,-0.749447864,0812_0815_NONTARGET
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,0812_0815-Control,R3,7670000,0.166297455,-0.779114397,0812_0815_NONTARGET
Q88D63,Q88D63_PSEPK,Epd,D-erythrose 4-phosphate dehydrogenase,0812_0815-Control,R1,215478.4667,0.004664111,-2.331231161,0812_0815_NONTARGET
Q88D63,Q88D63_PSEPK,Epd,D-erythrose 4-phosphate dehydrogenase,0812_0815-Control,R2,596638.6667,0.012809566,-1.89246559,0812_0815_NONTARGET
Q88D63,Q88D63_PSEPK,Epd,D-erythrose 4-phosphate dehydrogenase,0812_0815-Control,R3,232601.7333,0.005043165,-2.297296814,0812_0815_NONTARGET
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,0812_0815-Control,R1,6650839.067,0.143959855,-0.841758598,0812_0815_NONTARGET
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,0812_0815-Control,R2,7211547.6,0.154828708,-0.810148511,0812_0815_NONTARGET
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,0812_0815-Control,R3,7168972.033,0.155434394,-0.808452875,0812_0815_NONTARGET
Q88D67,Q88D67_PSEPK,Fba,"Fructose-1,6-bisphosphate aldolase",0812_0815-Control,R1,8283087.333,0.179290469,-0.746442797,0812_0815_NONTARGET
Q88D67,Q88D67_PSEPK,Fba,"Fructose-1,6-bisphosphate aldolase",0812_0815-Control,R2,7919979.667,0.170038428,-0.769452918,0812_0815_NONTARGET
Q88D67,Q88D67_PSEPK,Fba,"Fructose-1,6-bisphosphate aldolase",0812_0815-Control,R3,8411528,0.182374928,-0.739034866,0812_0815_NONTARGET
Q88D75,Q88D75_PSEPK,Dbpa,"ATP-dependent RNA helicase, specific for 23S rRNA",0812_0815-Control,R1,798119.0667,0.01727558,-1.762567352,0812_0815_NONTARGET
Q88D75,Q88D75_PSEPK,Dbpa,"ATP-dependent RNA helicase, specific for 23S rRNA",0812_0815-Control,R2,781995.1333,0.016789086,-1.774972935,0812_0815_NONTARGET
Q88D75,Q88D75_PSEPK,Dbpa,"ATP-dependent RNA helicase, specific for 23S rRNA",0812_0815-Control,R3,807711.7,0.017512438,-1.756653387,0812_0815_NONTARGET
Q88D77,Q88D77_PSEPK,Pp_4950,Metalloprotease TldD/E C-terminal domain-containing protein,0812_0815-Control,R1,731452.4,0.015832556,-1.800448968,0812_0815_NONTARGET
Q88D77,Q88D77_PSEPK,Pp_4950,Metalloprotease TldD/E C-terminal domain-containing protein,0812_0815-Control,R2,963911.6667,0.020694753,-1.684139748,0812_0815_NONTARGET
Q88D77,Q88D77_PSEPK,Pp_4950,Metalloprotease TldD/E C-terminal domain-containing protein,0812_0815-Control,R3,857281.0333,0.018587178,-1.730786545,0812_0815_NONTARGET
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,0812_0815-Control,R1,2224757.667,0.048155697,-1.317352325,0812_0815_NONTARGET
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,0812_0815-Control,R2,2579678.333,0.055384542,-1.256611429,0812_0815_NONTARGET
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,0812_0815-Control,R3,1004784.367,0.021785278,-1.661836892,0812_0815_NONTARGET
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,0812_0815-Control,R1,210122.8,0.004548185,-2.342161858,0812_0815_NONTARGET
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,0812_0815-Control,R2,15985.4,0.000343199,-3.464453477,0812_0815_NONTARGET
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,0812_0815-Control,R3,11843.1,0.000256777,-3.590444364,0812_0815_NONTARGET
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,0812_0815-Control,R1,2358119.067,0.051042354,-1.292069308,0812_0815_NONTARGET
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,0812_0815-Control,R2,2796126,0.060031577,-1.221620247,0812_0815_NONTARGET
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,0812_0815-Control,R3,2137281.033,0.046339556,-1.334048129,0812_0815_NONTARGET
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,0812_0815-Control,R1,476166.7333,0.010306804,-1.986875987,0812_0815_NONTARGET
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,0812_0815-Control,R2,398308.1333,0.008551498,-2.06795781,0812_0815_NONTARGET
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,0812_0815-Control,R3,681575,0.014777599,-1.830396109,0812_0815_NONTARGET
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,0812_0815-Control,R1,235875.4667,0.005105611,-2.291952265,0812_0815_NONTARGET
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,0812_0815-Control,R2,261136.9333,0.005606493,-2.251308685,0812_0815_NONTARGET
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,0812_0815-Control,R3,294417.7333,0.006383432,-2.194945796,0812_0815_NONTARGET
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,0812_0815-Control,R1,45288.46667,0.000980286,-3.008647421,0812_0815_NONTARGET
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,0812_0815-Control,R2,350656.9333,0.007528448,-2.123294555,0812_0815_NONTARGET
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,0812_0815-Control,R3,501228.7333,0.010867414,-1.963873801,0812_0815_NONTARGET
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,0812_0815-Control,R1,379933.4,0.008223798,-2.084927563,0812_0815_NONTARGET
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,0812_0815-Control,R2,2935600.8,0.063026039,-1.200479988,0812_0815_NONTARGET
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,0812_0815-Control,R3,172104.9333,0.003731501,-2.428116441,0812_0815_NONTARGET
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,0812_0815-Control,R1,1164598.667,0.025208166,-1.598458749,0812_0815_NONTARGET
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,0812_0815-Control,R2,1181548.333,0.025367315,-1.595725493,0812_0815_NONTARGET
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,0812_0815-Control,R3,584678.7,0.012676738,-1.896992488,0812_0815_NONTARGET
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,0812_0815-Control,R1,653852.6667,0.014152881,-1.849155138,0812_0815_NONTARGET
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,0812_0815-Control,R2,778250,0.01670868,-1.777057856,0812_0815_NONTARGET
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,0812_0815-Control,R3,519814,0.011270371,-1.948061789,0812_0815_NONTARGET
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,0812_0815-Control,R1,2141452.4,0.046352524,-1.333926612,0812_0815_NONTARGET
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,0812_0815-Control,R2,2411995.133,0.051784459,-1.285800558,0812_0815_NONTARGET
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,0812_0815-Control,R3,2227281.033,0.048290895,-1.316134742,0812_0815_NONTARGET
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,0812_0815-Control,R1,49488.46667,0.001071196,-2.97013104,0812_0815_NONTARGET
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,0812_0815-Control,R2,142187.9333,0.003052711,-2.515314243,0812_0815_NONTARGET
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,0812_0815-Control,R3,11843.1,0.000256777,-3.590444364,0812_0815_NONTARGET
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,0812_0815-Control,R1,723849.3333,0.015667985,-1.804986859,0812_0815_NONTARGET
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,0812_0815-Control,R2,1133386.667,0.024333306,-1.613798886,0812_0815_NONTARGET
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,0812_0815-Control,R3,1171795,0.025406327,-1.59505812,0812_0815_NONTARGET
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,0812_0815-Control,R1,274702.7333,0.005946042,-2.225772057,0812_0815_NONTARGET
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,0812_0815-Control,R2,187952.8,0.004035263,-2.394128185,0812_0815_NONTARGET
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,0812_0815-Control,R3,307396.3667,0.006664828,-2.176211031,0812_0815_NONTARGET
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,0812_0815-Control,R1,974354.4,0.021090259,-1.675918087,0812_0815_NONTARGET
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,0812_0815-Control,R2,786356.1333,0.016882715,-1.772557707,0812_0815_NONTARGET
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,0812_0815-Control,R3,1065608.033,0.023104029,-1.636312275,0812_0815_NONTARGET
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,0812_0815-Control,R1,2729606.467,0.059083335,-1.228534999,0812_0815_NONTARGET
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,0812_0815-Control,R2,2290823.933,0.049182967,-1.308185273,0812_0815_NONTARGET
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,0812_0815-Control,R3,2906834.033,0.063024655,-1.200489525,0812_0815_NONTARGET
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,0812_0815-Control,R1,1524895,0.033006913,-1.481395097,0812_0815_NONTARGET
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,0812_0815-Control,R2,1364173.333,0.029288193,-1.533307429,0812_0815_NONTARGET
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,0812_0815-Control,R3,1533947.7,0.033258357,-1.478099208,0812_0815_NONTARGET
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,0812_0815-Control,R1,135774.4,0.002938887,-2.531817145,0812_0815_NONTARGET
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,0812_0815-Control,R2,180874.1333,0.003883287,-2.410800522,0812_0815_NONTARGET
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,0812_0815-Control,R3,183267.0333,0.003973513,-2.400825411,0812_0815_NONTARGET
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,0812_0815-Control,R1,760743,0.016466562,-1.783397073,0812_0815_NONTARGET
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,0812_0815-Control,R2,1556666.667,0.033420938,-1.475981359,0812_0815_NONTARGET
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,0812_0815-Control,R3,472982.3667,0.010254989,-1.989064811,0812_0815_NONTARGET
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,0812_0815-Control,R1,2483367.333,0.053753398,-1.269594073,0812_0815_NONTARGET
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,0812_0815-Control,R2,2594413,0.055700889,-1.254137873,0812_0815_NONTARGET
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,0812_0815-Control,R3,1744490.033,0.03782324,-1.422241268,0812_0815_NONTARGET
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,0812_0815-Control,R1,608696.0667,0.01317545,-1.880234542,0812_0815_NONTARGET
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,0812_0815-Control,R2,386577.9333,0.008299656,-2.080939925,0812_0815_NONTARGET
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,0812_0815-Control,R3,107138.7667,0.002322934,-2.633963118,0812_0815_NONTARGET
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,0812_0815-Control,R1,898928,0.019457627,-1.710910129,0812_0815_NONTARGET
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,0812_0815-Control,R2,1006415.333,0.021607288,-1.66539974,0812_0815_NONTARGET
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,0812_0815-Control,R3,683985.6667,0.014829866,-1.82886276,0812_0815_NONTARGET
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,0812_0815-Control,R1,2660000,0.057576677,-1.239753401,0812_0815_NONTARGET
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,0812_0815-Control,R2,2936666.667,0.063048922,-1.200322331,0812_0815_NONTARGET
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,0812_0815-Control,R3,1957281.033,0.042436878,-1.372256573,0812_0815_NONTARGET
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,0812_0815-Control,R1,281503.4667,0.006093246,-2.21515129,0812_0815_NONTARGET
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,0812_0815-Control,R2,968577.3333,0.020794923,-1.682042684,0812_0815_NONTARGET
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,0812_0815-Control,R3,811533.0333,0.017595291,-1.754603558,0812_0815_NONTARGET
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,0812_0815-Control,R1,2157359,0.046696828,-1.330712617,0812_0815_NONTARGET
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,0812_0815-Control,R2,1255985.4,0.026965446,-1.569192394,0812_0815_NONTARGET
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,0812_0815-Control,R3,1638509.767,0.035525424,-1.449460726,0812_0815_NONTARGET
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,0812_0815-Control,R1,222497.4,0.004816038,-2.317310097,0812_0815_NONTARGET
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,0812_0815-Control,R2,269192.6667,0.005779446,-2.23811376,0812_0815_NONTARGET
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,0812_0815-Control,R3,52442.06667,0.001137025,-2.944229963,0812_0815_NONTARGET
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,0812_0815-Control,R1,66613.46667,0.001441873,-2.841073002,0812_0815_NONTARGET
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,0812_0815-Control,R2,123259.1,0.002646318,-2.577357993,0812_0815_NONTARGET
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,0812_0815-Control,R3,72380.4,0.001569319,-2.804288782,0812_0815_NONTARGET
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,0812_0815-Control,R1,745351.7333,0.016133412,-1.792273772,0812_0815_NONTARGET
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,0812_0815-Control,R2,437198.8,0.009386463,-2.027498024,0812_0815_NONTARGET
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,0812_0815-Control,R3,290712.7333,0.006303101,-2.200445706,0812_0815_NONTARGET
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,0812_0815-Control,R1,112893.2,0.002443615,-2.611967254,0812_0815_NONTARGET
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,0812_0815-Control,R2,361242.6,0.007755717,-2.110378026,0812_0815_NONTARGET
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,0812_0815-Control,R3,168125.1,0.003645212,-2.438277205,0812_0815_NONTARGET
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,0812_0815-Control,R1,649380.4,0.014056077,-1.852135861,0812_0815_NONTARGET
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,0812_0815-Control,R2,981995.1333,0.021082997,-1.67606765,0812_0815_NONTARGET
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,0812_0815-Control,R3,1322022.333,0.028663488,-1.542670969,0812_0815_NONTARGET
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,0812_0815-Control,R1,168543.4,0.003648184,-2.437923287,0812_0815_NONTARGET
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,0812_0815-Control,R2,124692.2667,0.002677087,-2.572337465,0812_0815_NONTARGET
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,0812_0815-Control,R3,11843.1,0.000256777,-3.590444364,0812_0815_NONTARGET
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,0812_0815-Control,R1,313917.4,0.006794857,-2.167819649,0812_0815_NONTARGET
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,0812_0815-Control,R2,625808.1333,0.013435821,-1.871735782,0812_0815_NONTARGET
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,0812_0815-Control,R3,238152.0667,0.005163505,-2.287055406,0812_0815_NONTARGET
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,0812_0815-Control,R1,5078119.067,0.109917753,-0.958932158,0812_0815_NONTARGET
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,0812_0815-Control,R2,5878661.8,0.126212245,-0.898898509,0812_0815_NONTARGET
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,0812_0815-Control,R3,4530000,0.098217402,-1.007811559,0812_0815_NONTARGET
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,0812_0815-Control,R1,1476546.667,0.031960395,-1.49538786,0812_0815_NONTARGET
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,0812_0815-Control,R2,1619388.133,0.03476754,-1.458826033,0812_0815_NONTARGET
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,0812_0815-Control,R3,1467316,0.031813679,-1.497386108,0812_0815_NONTARGET
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,0812_0815-Control,R1,3223333.333,0.069770234,-1.156329818,0812_0815_NONTARGET
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,0812_0815-Control,R2,3223333.333,0.069203528,-1.159871766,0812_0815_NONTARGET
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,0812_0815-Control,R3,3816666.667,0.082751233,-1.082225529,0812_0815_NONTARGET
Q88DD6,Q88DD6_PSEPK,Hflc,Protein HflC,0812_0815-Control,R1,4153333.333,0.089900426,-1.04623825,0812_0815_NONTARGET
Q88DD6,Q88DD6_PSEPK,Hflc,Protein HflC,0812_0815-Control,R2,4360000,0.093607254,-1.028690496,0812_0815_NONTARGET
Q88DD6,Q88DD6_PSEPK,Hflc,Protein HflC,0812_0815-Control,R3,4633333.333,0.100457828,-0.998016215,0812_0815_NONTARGET
Q88DD7,HISZ_PSEPK,Hisz,ATP phosphoribosyltransferase regulatory subunit,0812_0815-Control,R1,3042734.733,0.065861111,-1.181370945,0812_0815_NONTARGET
Q88DD7,HISZ_PSEPK,Hisz,ATP phosphoribosyltransferase regulatory subunit,0812_0815-Control,R2,2916384.8,0.06261348,-1.203332159,0812_0815_NONTARGET
Q88DD7,HISZ_PSEPK,Hisz,ATP phosphoribosyltransferase regulatory subunit,0812_0815-Control,R3,2890465.333,0.062669756,-1.202941996,0812_0815_NONTARGET
Q88DD8,PURA_PSEPK,Pura,Adenylosuccinate synthetase,0812_0815-Control,R1,8880000,0.192210863,-0.716222072,0812_0815_NONTARGET
Q88DD8,PURA_PSEPK,Pura,Adenylosuccinate synthetase,0812_0815-Control,R2,8893333.333,0.190935897,-0.719112415,0812_0815_NONTARGET
Q88DD8,PURA_PSEPK,Pura,Adenylosuccinate synthetase,0812_0815-Control,R3,9210000,0.199687035,-0.699650131,0812_0815_NONTARGET
Q88DD9,Q88DD9_PSEPK,Pp_4888,Methyl-accepting chemotaxis transducer,0812_0815-Control,R1,132045.8,0.00285818,-2.543910445,0812_0815_NONTARGET
Q88DD9,Q88DD9_PSEPK,Pp_4888,Methyl-accepting chemotaxis transducer,0812_0815-Control,R2,233311.9333,0.005009103,-2.300240033,0812_0815_NONTARGET
Q88DD9,Q88DD9_PSEPK,Pp_4888,Methyl-accepting chemotaxis transducer,0812_0815-Control,R3,525461.7,0.011392822,-1.943368694,0812_0815_NONTARGET
Q88DE5,Q88DE5_PSEPK,Pp_4881,"Iron ABC transporter, periplasmic iron-binding protein",0812_0815-Control,R1,1670914.667,0.036167562,-1.441680766,0812_0815_NONTARGET
Q88DE5,Q88DE5_PSEPK,Pp_4881,"Iron ABC transporter, periplasmic iron-binding protein",0812_0815-Control,R2,1812886.667,0.038921867,-1.40980633,0812_0815_NONTARGET
Q88DE5,Q88DE5_PSEPK,Pp_4881,"Iron ABC transporter, periplasmic iron-binding protein",0812_0815-Control,R3,1798349,0.038990986,-1.409035783,0812_0815_NONTARGET
Q88DE6,Q88DE6_PSEPK,Rnr,Ribonuclease R,0812_0815-Control,R1,4483333.333,0.097043397,-1.013034008,0812_0815_NONTARGET
