Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of_protein_abundance_Top3-method,log10_%_abundance,Source
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,PP_0812,R2,1087635.333,0.023043223,-1.63745677,September
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,PP_0812,R3,1784943.667,0.038012986,-1.420068014,September
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,PP_0812,R1,17090000,0.349345892,-0.45674436,September
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,PP_0812,R2,11543333,0.244563221,-0.611608854,September
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,PP_0812,R3,7721920.333,0.164449587,-0.783967212,September
Q88LM5,MURB_PSEPK,Murb,UDP-N-acetylenolpyruvoylglucosamine reductase,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88LM5,MURB_PSEPK,Murb,UDP-N-acetylenolpyruvoylglucosamine reductase,PP_0812,R2,167991.7333,0.003559163,-2.448652167,September
Q88LM5,MURB_PSEPK,Murb,UDP-N-acetylenolpyruvoylglucosamine reductase,PP_0812,R3,84022,0.001789371,-2.747299513,September
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,PP_0812,R1,1533333.333,0.031343692,-1.503849846,September
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,PP_0812,R2,1393333.333,0.029519905,-1.529885051,September
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,PP_0812,R3,1266666.667,0.026975519,-1.569030187,September
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,PP_0812,R1,598894.5333,0.012242326,-1.912136074,September
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,PP_0812,R2,449505.3667,0.009523461,-2.021205197,September
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,PP_0812,R3,574154.3333,0.012227456,-1.912663881,September
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,PP_0812,R1,1813333.333,0.037067323,-1.431008778,September
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,PP_0812,R2,1154057.667,0.024450482,-1.611712568,September
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,PP_0812,R3,513384.5,0.010933274,-1.961249776,September
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,PP_0812,R1,1106113.933,0.02261067,-1.64568656,September
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,PP_0812,R2,1211045,0.025657847,-1.590779797,September
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,PP_0812,R3,1286666.667,0.027401449,-1.562226478,September
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,PP_0812,R1,375798.9333,0.007681908,-2.11453088,September
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,PP_0812,R2,974078.3667,0.020637345,-1.68534618,September
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,PP_0812,R3,266683.6667,0.005679419,-2.245696111,September
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,PP_0812,R1,1118659.333,0.022867118,-1.640788572,September
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,PP_0812,R2,694684.7,0.014717961,-1.832152344,September
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,PP_0812,R3,1149371,0.024477536,-1.611232293,September
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,PP_0812,R1,3875561.2,0.079222433,-1.101151823,September
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,PP_0812,R2,9086768.733,0.192517138,-0.715530603,September
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,PP_0812,R3,9324954.833,0.198588552,-0.702045792,September
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0812,R1,132928.8667,0.002717271,-2.565867121,September
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0812,R2,346523.3667,0.007341629,-2.134207553,September
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0812,R3,479062.8333,0.010202344,-1.99130005,September
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,PP_0812,R1,1462227.867,0.029890187,-1.524471366,September
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,PP_0812,R2,3339274.333,0.07074765,-1.150287979,September
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,PP_0812,R3,1847487.667,0.039344952,-1.405110981,September
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,PP_0812,R1,13216113.93,0.270157701,-0.568382649,September
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,PP_0812,R2,10761717.7,0.228003502,-0.642058483,September
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,PP_0812,R3,14855563,0.316370942,-0.499803413,September
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,PP_0812,R1,457860.4667,0.009359372,-2.028753276,September
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,PP_0812,R2,1283664.333,0.027196399,-1.565488604,September
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,PP_0812,R3,1413177.167,0.030095675,-1.521495917,September
Q88LT4,Q88LT4_PSEPK,Pp_1843,Mg2+/Co2+ transporter,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88LT4,Q88LT4_PSEPK,Pp_1843,Mg2+/Co2+ transporter,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88LT4,Q88LT4_PSEPK,Pp_1843,Mg2+/Co2+ transporter,PP_0812,R3,136863.5,0.002914708,-2.535404886,September
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",PP_0812,R1,153632.5333,0.003140485,-2.503003231,September
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",PP_0812,R3,505968.3333,0.010775336,-1.967569192,September
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,PP_0812,R1,150206.4667,0.003070451,-2.512797792,September
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,PP_0812,R2,972385.0667,0.02060147,-1.686101797,September
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,PP_0812,R3,1193102.9,0.025408871,-1.595014627,September
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,PP_0812,R1,37789.06667,0.000772467,-3.112120257,September
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,PP_0812,R2,33537.46667,0.000710543,-3.148409824,September
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,PP_0812,R3,14975.33333,0.000318922,-3.49631603,September
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,PP_0812,R1,1869447.267,0.038214378,-1.417773204,September
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,PP_0812,R2,2115051.033,0.044810601,-1.348619227,September
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,PP_0812,R3,2578564,0.054914292,-1.260314613,September
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,PP_0812,R1,1290000,0.026369585,-1.578896712,September
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,PP_0812,R2,861927.6667,0.01826126,-1.738469257,September
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,PP_0812,R3,1183333.333,0.025200814,-1.59858543,September
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",PP_0812,R1,37789.06667,0.000772467,-3.112120257,September
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",PP_0812,R2,748486.4333,0.015857834,-1.799756145,September
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",PP_0812,R3,1375691,0.029297352,-1.533171632,September
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,PP_0812,R1,1774103,0.036265395,-1.440507592,September
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,PP_0812,R2,2106666.667,0.044632966,-1.350344254,September
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,PP_0812,R3,1568133.167,0.033395689,-1.476309588,September
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,PP_0812,R3,11231.5,0.000239191,-3.621254767,September
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",PP_0812,R1,461675.1333,0.00943735,-2.025149939,September
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",PP_0812,R2,354617.1,0.007513107,-2.124180404,September
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",PP_0812,R3,434231.3333,0.009247591,-2.03397137,September
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,PP_0812,R1,888341.8,0.018159073,-1.740906325,September
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,PP_0812,R2,1121819.767,0.023767473,-1.62401699,September
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,PP_0812,R3,1684154.333,0.03586653,-1.445310641,September
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,PP_0812,R1,132860.5333,0.002715874,-2.566090431,September
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,PP_0812,R2,121505.0667,0.002574271,-2.58934569,September
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,PP_0812,R3,489955.6667,0.010434323,-1.981535743,September
Q88LX2,Q88LX2_PSEPK,Wbpm,Polysaccharide biosynthesis protein,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88LX2,Q88LX2_PSEPK,Wbpm,Polysaccharide biosynthesis protein,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88LX2,Q88LX2_PSEPK,Wbpm,Polysaccharide biosynthesis protein,PP_0812,R3,31186.56667,0.000664164,-3.177724963,September
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,PP_0812,R1,241592.5333,0.004938523,-2.306402915,September
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,PP_0812,R2,574879.3667,0.012179701,-1.914363357,September
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,PP_0812,R3,602219.5,0.012825145,-1.891937714,September
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",PP_0812,R1,4993093.333,0.102066509,-0.991116738,September
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",PP_0812,R2,4592330.667,0.097295572,-1.011906927,September
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",PP_0812,R3,4463333.333,0.095053211,-1.022033206,September
Q88LY1,Q88LY1_PSEPK,Pp_1795,Uncharacterized protein,PP_0812,R1,528894.5333,0.010811418,-1.966117344,September
Q88LY1,Q88LY1_PSEPK,Pp_1795,Uncharacterized protein,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88LY1,Q88LY1_PSEPK,Pp_1795,Uncharacterized protein,PP_0812,R3,11231.5,0.000239191,-3.621254767,September
Q88LY3,Q88LY3_PSEPK,Pp_1793,"Glycosyl transferase, group 2 family protein",PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88LY3,Q88LY3_PSEPK,Pp_1793,"Glycosyl transferase, group 2 family protein",PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88LY3,Q88LY3_PSEPK,Pp_1793,"Glycosyl transferase, group 2 family protein",PP_0812,R3,216997.3333,0.004621276,-2.335238132,September
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",PP_0812,R1,738034.2667,0.015086556,-1.821409896,September
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",PP_0812,R3,193736.3333,0.004125899,-2.384481452,September
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,PP_0812,R1,894402.2667,0.018282958,-1.737953531,September
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,PP_0812,R2,1176740.367,0.02493105,-1.603259426,September
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,PP_0812,R3,1507077.167,0.032095412,-1.493557038,September
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",PP_0812,R1,1267576,0.025911203,-1.586512415,September
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",PP_0812,R2,1240037.667,0.026272101,-1.580505201,September
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",PP_0812,R3,1533333.333,0.032654576,-1.486055951,September
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0812,R1,2413333.333,0.049332246,-1.306869111,September
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0812,R2,1766666.667,0.037429544,-1.426785463,September
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0812,R3,2323333.333,0.049478781,-1.305581005,September
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0812,R1,4000000,0.081766154,-1.087426431,September
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0812,R2,3644462,0.077213519,-1.112306652,September
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0812,R3,2058614.5,0.043841207,-1.358117501,September
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0812,R1,2345561.2,0.047946879,-1.319239654,September
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0812,R2,2563548.367,0.054312706,-1.265098562,September
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0812,R3,2832130,0.060314351,-1.219579344,September
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0812,R1,6712780.6,0.137219563,-0.86258397,September
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0812,R2,6231186,0.132017236,-0.879369363,September
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0812,R3,10263333.33,0.218572694,-0.660404094,September
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0812,R1,1845561.2,0.03772611,-1.423357971,September
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0812,R2,481819.7667,0.010208091,-1.991055465,September
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0812,R3,2026921.667,0.043166261,-1.364855563,September
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0812,R3,213636,0.004549691,-2.342018091,September
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0812,R1,4393694.667,0.089813878,-1.04665655,September
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0812,R2,1856768.733,0.039338495,-1.405182264,September
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0812,R3,2106484.533,0.044860669,-1.348134254,September
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0812,R1,142105.2,0.002904849,-2.536876452,September
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0812,R2,33537.46667,0.000710543,-3.148409824,September
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0812,R3,1047916,0.022316904,-1.651366057,September
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0812,R1,2289447.267,0.046799824,-1.329755778,September
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0812,R2,2165051.033,0.045869928,-1.33847194,September
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0812,R3,2100410.5,0.044731314,-1.349388348,September
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0812,R1,2698894.533,0.055169556,-1.258300509,September
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0812,R2,2797977.7,0.059279451,-1.227095829,September
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0812,R3,3183184.833,0.067790577,-1.168830672,September
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0812,R1,19520000,0.39901883,-0.399006609,September
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0812,R2,23443333.33,0.496682987,-0.303920715,September
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0812,R3,21620000,0.460429521,-0.336836839,September
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0812,R1,2173333.333,0.044426277,-1.352360082,September
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0812,R2,1765051.033,0.037395314,-1.427182811,September
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0812,R3,1764145.333,0.037570055,-1.425158168,September
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0812,R1,2596666.667,0.053079861,-1.27507022,September
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0812,R2,2238384.367,0.047423607,-1.324005414,September
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0812,R3,2783333.333,0.059275154,-1.227127308,September
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0812,R1,2069212.333,0.042297883,-1.373681364,September
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0812,R2,1694459.033,0.035899715,-1.444909005,September
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0812,R3,2653333.333,0.056506614,-1.247900715,September
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0812,R1,2645332.6,0.054074668,-1.267006139,September
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0812,R2,3430000,0.072669813,-1.138645958,September
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0812,R3,3192005.333,0.067978422,-1.16762892,September
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0812,R1,3702780.6,0.075690532,-1.120958443,September
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0812,R2,3447579.667,0.073042265,-1.136425767,September
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0812,R3,3205915.333,0.068274656,-1.16574048,September
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0812,R1,528894.5333,0.010811418,-1.966117344,September
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0812,R2,863435.4,0.018293204,-1.737710228,September
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0812,R3,1780410.5,0.037916446,-1.421172382,September
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0812,R1,1672227.867,0.03418291,-1.466190966,September
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0812,R2,749370.7333,0.015876569,-1.79924335,September
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0812,R3,2600519.667,0.05538187,-1.256632386,September
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0812,R1,349845.8667,0.007151388,-2.145609675,September
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0812,R2,274744.7,0.005820888,-2.235010755,September
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0812,R3,1204369.333,0.025648806,-1.59093284,September
Q88M16,Q88M16_PSEPK,Pp_1759,DSBA-like thioredoxin domain-containing protein,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88M16,Q88M16_PSEPK,Pp_1759,DSBA-like thioredoxin domain-containing protein,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88M16,Q88M16_PSEPK,Pp_1759,DSBA-like thioredoxin domain-containing protein,PP_0812,R3,85386.5,0.00181843,-2.740303316,September
Q88M17,TRHO_PSEPK,Trho,tRNA uridine(34) hydroxylase,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88M17,TRHO_PSEPK,Trho,tRNA uridine(34) hydroxylase,PP_0812,R2,52040.4,0.001102556,-2.957599452,September
Q88M17,TRHO_PSEPK,Trho,tRNA uridine(34) hydroxylase,PP_0812,R3,11231.5,0.000239191,-3.621254767,September
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0812,R1,448341.8,0.009164796,-2.037877192,September
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0812,R2,651372.3333,0.013800322,-1.86011077,September
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0812,R3,444326.1667,0.009462576,-2.023990639,September
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0812,R1,200492.2,0.004098369,-2.387388941,September
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0812,R2,147196.1,0.003118575,-2.506043775,September
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0812,R3,612355.6667,0.01304101,-1.884688787,September
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0812,R1,2145561.2,0.043858572,-1.357945516,September
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0812,R2,2060102.067,0.043646423,-1.36005134,September
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0812,R3,3203743.833,0.068228411,-1.166034745,September
Q88M34,Q88M34_PSEPK,Betx,Choline / betaine / carnitine ABC transporter-substrate binding protein BetX,PP_0812,R1,28341.8,0.00057935,-3.237058994,September
Q88M34,Q88M34_PSEPK,Betx,Choline / betaine / carnitine ABC transporter-substrate binding protein BetX,PP_0812,R2,25153.1,0.000532907,-3.273348561,September
Q88M34,Q88M34_PSEPK,Betx,Choline / betaine / carnitine ABC transporter-substrate binding protein BetX,PP_0812,R3,679654.6667,0.01447424,-1.839404225,September
Q88M42,Q88M42_PSEPK,Mind,Septum site-determining protein MinD,PP_0812,R1,3016666.667,0.061665308,-1.209959098,September
Q88M42,Q88M42_PSEPK,Mind,Septum site-determining protein MinD,PP_0812,R2,3132197.667,0.066360414,-1.178090916,September
Q88M42,Q88M42_PSEPK,Mind,Septum site-determining protein MinD,PP_0812,R3,3352627.333,0.071399103,-1.146307247,September
Q88M43,MINE_PSEPK,Mine,Cell division topological specificity factor,PP_0812,R1,502389.6,0.010269616,-1.988445782,September
Q88M43,MINE_PSEPK,Mine,Cell division topological specificity factor,PP_0812,R2,462397.3667,0.009796598,-2.008924726,September
Q88M43,MINE_PSEPK,Mine,Cell division topological specificity factor,PP_0812,R3,1106810,0.023571138,-1.627619454,September
Q88M44,APEB_PSEPK,Apeb,Probable M18 family aminopeptidase 2,PP_0812,R1,1094939.267,0.022382243,-1.650096392,September
Q88M44,APEB_PSEPK,Apeb,Probable M18 family aminopeptidase 2,PP_0812,R2,1566316.667,0.033184822,-1.479060509,September
Q88M44,APEB_PSEPK,Apeb,Probable M18 family aminopeptidase 2,PP_0812,R3,1273441.5,0.027119799,-1.56671353,September
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",PP_0812,R1,87613.86667,0.001790962,-2.746913575,September
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",PP_0812,R2,1114785.367,0.023618438,-1.626748819,September
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",PP_0812,R3,372030.8333,0.007922941,-2.101113593,September
Q88M54,Q88M54_PSEPK,Pp_1720,"Alcohol dehydrogenase, zinc-containing",PP_0812,R1,1364394,0.027890312,-1.554546622,September
Q88M54,Q88M54_PSEPK,Pp_1720,"Alcohol dehydrogenase, zinc-containing",PP_0812,R2,1528234.367,0.03237799,-1.489750116,September
Q88M54,Q88M54_PSEPK,Pp_1720,"Alcohol dehydrogenase, zinc-containing",PP_0812,R3,2089035.667,0.04448907,-1.351746674,September
Q88M55,Q88M55_PSEPK,Prc,Tail-specific protease prc,PP_0812,R1,2285561.2,0.046720387,-1.330493568,September
