Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundanceop3-method,log10_%_abundance
Q88D77,Q88D77_PSEPK,Pp_4950,Metalloprotease TldD/E C-terminal domain-containing protein,PP_0815,R2,703567.3333,0.017653232,-1.753175779
Q88D77,Q88D77_PSEPK,Pp_4950,Metalloprotease TldD/E C-terminal domain-containing protein,PP_0815,R3,734410,0.01749892,-1.756988756
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0812_15,R1,2147225.667,0.049116129,-1.308775871
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0812_15,R2,2652932.667,0.06507404,-1.186592229
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0812_15,R3,2537066,0.068926083,-1.1616164
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0815,R1,1575990.8,0.038298403,-1.416819331
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0815,R2,1555725,0.039034748,-1.408548615
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0815,R3,2328371.333,0.055478525,-1.255875094
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,PP_0812_15,R1,583486.3667,0.0133468,-1.874622848
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,PP_0812_15,R2,127664.4,0.003131492,-2.504248648
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,PP_0812_15,R3,216257.9333,0.005875217,-2.230976117
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,PP_0815,R1,155098.6,0.003769076,-2.423765131
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,PP_0815,R2,148924.6667,0.003736674,-2.427514809
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,PP_0815,R3,250623.6,0.005971654,-2.223905374
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,PP_0812_15,R1,2400000,0.054898146,-1.260442319
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,PP_0812_15,R2,2230773.367,0.054718854,-1.261863006
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,PP_0812_15,R3,2082098.967,0.056565705,-1.247446797
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,PP_0815,R1,2253170.333,0.054754651,-1.261578984
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,PP_0815,R2,1954308.333,0.049035616,-1.309488362
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,PP_0815,R3,2146800.333,0.0511522,-1.291135684
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,PP_0812_15,R1,700388.3333,0.016020842,-1.795314658
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,PP_0812_15,R2,873663,0.021430164,-1.668974513
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,PP_0812_15,R3,654587.6333,0.017783598,-1.749980369
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,PP_0815,R1,548594.1333,0.013331473,-1.87512185
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,PP_0815,R2,630711.3333,0.015825199,-1.800650811
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,PP_0815,R3,814241.6667,0.019401083,-1.712174015
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0812_15,R1,299011.9333,0.006839667,-2.16496504
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0812_15,R2,319314.4,0.007832494,-2.106099952
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0812_15,R3,359469.9333,0.009765948,-2.010285594
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0815,R1,402565,0.009782796,-2.009536995
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0815,R2,531213,0.013328683,-1.875212751
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0815,R3,498933,0.011888167,-1.924885108
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0812_15,R2,764880.0667,0.018761817,-1.726725114
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0812_15,R3,810864.6,0.022029274,-1.656999825
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0815,R1,652326.2667,0.015852284,-1.799908142
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0815,R2,624333.8,0.01566518,-1.805064598
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0815,R3,776742.4667,0.018507583,-1.732650288
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0812_15,R1,285765.3667,0.006536662,-2.184643968
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0812_15,R2,2516740.367,0.061733366,-1.209480042
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0812_15,R3,369764.6333,0.010045631,-1.998022795
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0815,R1,456006,0.011081474,-1.955402451
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0815,R2,291797.6667,0.007321505,-2.135399631
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0815,R3,280582.8,0.006685497,-2.174866293
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0812_15,R1,1145049,0.026192111,-1.581829489
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0812_15,R2,1304838.667,0.032006513,-1.494761639
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0812_15,R3,1371035.667,0.037247797,-1.428899413
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0815,R1,1192796.667,0.028986342,-1.537806592
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0815,R2,1173675.333,0.029448727,-1.530933468
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0815,R3,1437185.333,0.034244075,-1.465414561
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0812_15,R1,877471,0.020071471,-1.697420789
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0812_15,R2,644609,0.015811676,-1.801022092
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0812_15,R3,828320.3333,0.022503505,-1.647749843
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0815,R1,570660.3333,0.013867708,-1.857995323
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0815,R2,708983,0.017789116,-1.749845624
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0815,R3,551901.6667,0.013150261,-1.881065632
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0812_15,R1,2030814.033,0.046453303,-1.332983405
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0812_15,R2,2187440.033,0.053655927,-1.2703823
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0812_15,R3,2788595,0.075759531,-1.120562721
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0815,R1,1894062.8,0.046027922,-1.336978634
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0815,R2,2110975,0.052966545,-1.275998356
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0815,R3,1931281.8,0.046017001,-1.33708169
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0812_15,R1,56404.4,0.001290207,-2.889340577
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0812_15,R2,158018.0667,0.00387604,-2.411611713
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0812_15,R3,32617.23333,0.000886133,-3.052501045
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0815,R1,12188.4,0.000296192,-3.52842631
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0815,R2,114344.3333,0.002869018,-2.542266799
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0815,R3,181097.8,0.00431505,-2.365014163
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0812_15,R1,759398.3667,0.017370651,-1.760183902
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0812_15,R2,1200888.333,0.029456705,-1.530815831
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0812_15,R3,244783.5667,0.006650191,-2.177165907
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0815,R1,622000.8,0.01511534,-1.820582065
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0815,R2,745466.6667,0.018704529,-1.728053217
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0815,R3,413977.9333,0.009863927,-2.005950146
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0812_15,R1,118542.7333,0.002711573,-2.566778624
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0812_15,R2,279377.7,0.006852882,-2.164126719
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0812_15,R3,162755.9333,0.004421694,-2.354411336
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0815,R1,319805.1333,0.007771635,-2.109487578
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0815,R2,606404.3333,0.015215312,-1.81771915
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0815,R3,425242.3333,0.010132326,-1.994290845
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0812_15,R1,930144.3667,0.021276334,-1.672103201
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0812_15,R2,898071.3667,0.022028879,-1.657007607
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0812_15,R3,1151986.667,0.031296753,-1.504500713
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0815,R1,929129.3333,0.02257892,-1.646296837
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0815,R2,1229756.333,0.030855858,-1.510662378
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0815,R3,306597.1333,0.007305345,-2.136359248
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0812_15,R1,4089321.367,0.093540068,-1.029002319
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0812_15,R2,2707305.733,0.066407762,-1.177781154
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0812_15,R3,2637605.633,0.071657507,-1.144738304
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0815,R1,1075127.733,0.02612685,-1.582912944
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0815,R2,206303.6667,0.005176372,-2.285974499
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0815,R3,476825.4,0.011361405,-1.944567956
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0812_15,R1,1071639.667,0.02451293,-1.610604781
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0812_15,R2,1353270.333,0.033194498,-1.478933895
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0812_15,R3,309137.2667,0.008398528,-2.075796803
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0815,R1,1493024,0.036282214,-1.44030622
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0815,R2,351367,0.008816161,-2.054720475
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0815,R3,1365881,0.032545094,-1.487514474
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0812_15,R1,146854.2,0.003359176,-2.473767189
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0812_15,R2,190009.6333,0.004660765,-2.331542837
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0812_15,R3,189759.9333,0.005155329,-2.287743646
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0815,R1,129476.9333,0.00314644,-2.502180604
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0815,R2,215507.6667,0.00540731,-2.267018721
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0815,R3,300312.6667,0.007155604,-2.145353688
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0812_15,R1,711218.6667,0.016268578,-1.788650414
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0812_15,R2,627628.7,0.015395165,-1.812615662
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0812_15,R3,966958.6667,0.02626998,-1.580540255
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0815,R1,752175.6667,0.018278741,-1.738053729
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0815,R2,482920.6667,0.012116979,-1.916605654
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0815,R3,734528.6667,0.017501747,-1.756918588
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0812_15,R1,1069370.367,0.024461021,-1.611525416
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0812_15,R2,1541795.033,0.037818838,-1.422291814
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0812_15,R3,2346855,0.0637585,-1.195461908
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0815,R1,2266327.667,0.05507439,-1.259050308
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0815,R2,1843448.333,0.046254024,-1.334850476
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0815,R3,1812648.333,0.0431903,-1.364613782
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0812_15,R1,748929.3667,0.017131181,-1.766212701
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0812_15,R2,149638.4333,0.003670496,-2.435275304
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0812_15,R3,21729.2,0.000590331,-3.228904428
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0815,R1,16251.2,0.000394923,-3.403487573
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0815,R2,17233.33333,0.000432402,-3.364112157
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0815,R3,18460.53333,0.000439862,-3.356683094
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0812_15,R1,954440,0.021832078,-1.660904929
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0812_15,R2,528033.3333,0.01295218,-1.887657117
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0812_15,R3,742141,0.020162216,-1.69546174
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0815,R1,758528,0.01843311,-1.734401392
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0815,R2,724995.6667,0.018190891,-1.740146035
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0815,R3,834615.1333,0.019886526,-1.701441083
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0812_15,R1,2800000,0.064047837,-1.19349553
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0812_15,R2,2973333.333,0.072933179,-1.137074857
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0812_15,R3,1782098.967,0.048415414,-1.315016347
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0815,R1,2386666.667,0.057998767,-1.236581241
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0815,R2,1933333.333,0.048509332,-1.314174707
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0815,R3,2580000,0.061474127,-1.211307632
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0812_15,R1,503855.0333,0.011525295,-1.93834796
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0812_15,R2,513023.7,0.012584008,-1.900181028
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0812_15,R3,428658.6333,0.011645641,-1.93383659
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0815,R1,266363.1333,0.006472933,-2.188898893
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0815,R2,544281.6667,0.01365659,-1.86465774
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0815,R3,671915,0.01600984,-1.795613001
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0812_15,R1,2179350.033,0.049850949,-1.302326572
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0812_15,R2,2116366.333,0.051912553,-1.284727612
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0812_15,R3,1222963.567,0.033225028,-1.478534646
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0815,R1,1622349.333,0.03942497,-1.404228634
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0815,R2,1158010.333,0.029055676,-1.536769011
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0815,R3,1601349.8,0.038155651,-1.418441128
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0812_15,R1,140812.7333,0.003220983,-2.492011632
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0812_15,R2,308123.3333,0.007557987,-2.121593869
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0812_15,R3,80344.93333,0.002182782,-2.660989671
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0815,R1,482919.6667,0.011735508,-1.930498116
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0815,R2,337306.6667,0.008463373,-2.072456521
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0815,R3,394188,0.009392389,-2.027223939
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0812_15,R1,181351.7333,0.004148281,-2.38213185
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0812_15,R2,178457,0.004377389,-2.358784869
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0812_15,R3,187110.2667,0.005083343,-2.293850548
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0815,R1,277882.5333,0.006752868,-2.170511759
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0815,R2,282854.9667,0.007097124,-2.148917637
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0815,R3,523704.4667,0.012478401,-1.90384106
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0812_15,R1,816937.7,0.018686819,-1.728464623
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0812_15,R2,413270.3667,0.010137149,-1.994084191
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0812_15,R3,407531.2667,0.011071661,-1.955787231
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0815,R1,1432840.8,0.034819692,-1.458175069
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0815,R2,1238468,0.031074442,-1.507596656
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0815,R3,1574007.667,0.037504165,-1.425920495
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0812_15,R1,116488.1,0.002664575,-2.574371999
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0812_15,R2,302004.7333,0.007407903,-2.130304707
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0812_15,R3,202778.2667,0.005509006,-2.258926759
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0815,R1,394233.4667,0.00958033,-2.01861952
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0815,R2,410882.3333,0.010309462,-1.986763977
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0815,R3,780927.6667,0.018607305,-1.730316529
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0812_15,R1,910814.0333,0.020834168,-1.681223848
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0812_15,R2,1070773.367,0.026265103,-1.580620896
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0812_15,R3,497531.2667,0.013516748,-1.869127787
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0815,R1,1161422.667,0.028223917,-1.549382711
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0815,R2,774308.3333,0.019428197,-1.711567512
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0815,R3,991468.3333,0.023623895,-1.62664849
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0812_15,R1,198416.3667,0.004538621,-2.343076068
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0812_15,R2,272240.3667,0.00667781,-2.175365936
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0812_15,R3,110916.9333,0.003013351,-2.520950312
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0815,R1,242777.3333,0.005899771,-2.229164872
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0815,R2,141264.6667,0.003544477,-2.450447897
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0815,R3,226777.3333,0.005403465,-2.267327694
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,PP_0812_15,R1,483001.0333,0.011048276,-1.956705501
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,PP_0812_15,R2,632854.3667,0.015523346,-1.809014675
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,PP_0812_15,R3,404197.9333,0.010981102,-1.959354077
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,PP_0815,R1,551409.3333,0.013399886,-1.872898896
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,PP_0815,R2,257156,0.00645231,-2.190284784
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,PP_0815,R3,409883.4667,0.009766368,-2.010266937
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,PP_0812_15,R1,6148525.333,0.140642768,-0.851882594
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,PP_0812_15,R2,5344445.433,0.131094415,-0.882415809
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,PP_0812_15,R3,5293333.333,0.143807348,-0.842218922
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,PP_0815,R1,6117841.7,0.148670645,-0.827774773
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,PP_0815,R2,6197379.167,0.15549865,-0.808273378
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,PP_0815,R3,7313333.333,0.174256116,-0.758811969
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,PP_0812_15,R1,1569861.333,0.035909366,-1.444792268
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,PP_0812_15,R2,1626767,0.039903124,-1.398993103
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,PP_0812_15,R3,1432307.967,0.03891242,-1.409911758
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,PP_0815,R1,1385367.667,0.03366604,-1.472807961
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,PP_0815,R2,1456505.333,0.036545224,-1.437169367
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,PP_0815,R3,1360103.667,0.032407436,-1.489355326
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,PP_0812_15,R1,3470000,0.07937357,-1.100324086
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,PP_0812_15,R2,3076666.667,0.075467852,-1.12223801
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,PP_0812_15,R3,4006666.667,0.108851658,-0.963164952
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,PP_0815,R1,4516666.667,0.109760236,-0.959554968
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,PP_0815,R2,4753333.333,0.119266047,-0.923483175
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,PP_0815,R3,4620000,0.110081576,-0.958285362
