orgId	locusId	sysName	geneName	desc	set8IT058 Adaptation in M9 media timecourse 1; day 2	set8IT059 Adaptation in M9 media timecourse 1; day 3	set8IT060 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT062 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT064 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT070 Adaptation in M9 media timecourse 2; day 3	set8IT073 48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.	set8IT080 Adaptation in M9 media timecourse 3; day 2	set8IT081 Adaptation in M9 media timecourse 3; day 3	"set8IT082 24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO."	"set8IT084 40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO."	"set8IT085 40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO."	set8IT089 Adaptation in M9 media timecourse 4; day 2	set8IT090 Adaptation in M9 media timecourse 4; day 3	set8IT092 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set8IT093 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT094 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set8IT095 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT096 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set9IT020 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay	set9IT022 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay	set9IT025 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay
Putida	PP_0921	PP_0921		"Transcriptional regulator, ArsR family"	0.114	0.376	-0.693	-0.785	0.377	0.15	0.051	-0.113	0.015	-0.69	-0.473	-0.566	-0.467	-0.353	0.029	-0.021	-0.317	-0.237	-0.295	0.146	-0.362	0.279
Putida	PP_0922	PP_0922		conserved protein of unknown function	-0.322	-0.085	-0.002	-0.267	-0.483	-0.312	-0.445	0.011	0.351	0.259	-0.254	-0.025	0.009	0.004	0.327	-0.132	0.158	-0.271	0.224	0.51	0.551	0.297
Putida	PP_0923	PP_0923		Acyltransferase	0.168	0.18	0.286	-0.201	-0.103	-0.048	0.192	0.129	-0.099	0.305	-0.161	-0.003	-0.085	0.083	0.018	-0.35	0.005	0.16	-0.166	0.266	-0.041	-0.372
Putida	PP_0924	PP_0924		conserved protein of unknown function	-0.301	-0.133	0.053	-0.011	-0.091	-0.098	-0.327	-0.046	-0.002	0.234	-0.164	0.123	-0.039	0.116	-0.314	-0.003	0.299	0.14	-0.059	0.091	-0.17	0.076
Putida	PP_0925	PP_0925		conserved protein of unknown function	-0.118	0.036	-0.264	0.138	0.516	0.124	0.199	-0.225	0.172	0.186	0.076	0.107	0.105	0.14	0.221	0.126	0.135	0.399	0.239	-0.083	-0.083	0.065
Putida	PP_0926	PP_0926		putative Membrane protein	0.033	-0.01	-0.025	0.071	0.017	0.103	0.083	0.021	-0.018	-0.07	-0.206	-0.103	0.16	0.243	0.068	-0.136	-0.23	-0.05	-0.035	-0.151	-0.035	-0.015
Putida	PP_0927	PP_0927		aromatic amino acid transport protein	0.036	0.126	0.05	0.081	0.029	-0.025	-0.033	-0.187	-0.082	0.081	-0.148	-0.081	0.164	0.132	0.226	0.109	0.091	0.19	0.126	-0.051	0.039	-0.052
Putida	PP_0928	PP_0928		K+-dependent Na+/Ca+ exchanger related-protein	-0.232	-0.154	0.054	-0.149	-0.126	-0.128	0.032	-0.015	-0.062	-0.148	-0.244	-0.205	-0.137	-0.104	-0.125	-0.238	-0.203	-0.215	0.009	-0.214	0.038	-0.236
Putida	PP_0929	PP_0929		putative Lipoprotein	-0.106	-0.007	0.061	-0.709	-0.777	-0.045	0.162	0.04	0.016	0.434	-0.205	-0.15	-0.07	0.139	-0.105	-0.471	-0.055	-0.053	0.086	-0.11	-0.243	-0.323
Putida	PP_0936	PP_0936		septum formation protein	0.351	-0.16	0.357	0.023	-0.21	-0.085	0.169	0.087	0.108	0.363	0.021	0.083	-0.066	-0.031	-0.309	0.133	0.069	0.175	0.161	0.1	0.045	0.19
Putida	PP_0937	PP_0937		endoribonuclease G (RNAse G)	-0.365	0.097	0.647	0.402	0.638	0.008	0.335	-0.295	0.016	0.216	0.194	0.14	-0.109	-0.147	0.516	0.331	0.24	0.617	0.324	0.601	0.511	0.885
Putida	PP_0938	PP_0938		conserved protein of unknown function	-0.187	0.183	0.927	0.801	0.805	-0.085	1.669	0.099	-0.165	1.188	0.577	0.965	0.206	0.45	0.535	0.732	0.227	0.849	0.654	0.93	0.767	1.708
Putida	PP_0939	PP_0939		Carbon-nitrogen hydrolase family protein	-0.214	-0.024	0.476	0.121	-0.157	-0.038	-0.086	0.17	-0.201	0.133	0.078	0.022	0.018	-0.036	-0.029	-0.231	-0.5	0.127	-0.109	-0.155	-0.163	-0.189
Putida	PP_0940	PP_0940		putative protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD	-0.139	0.018	-0.015	0.342	0.159	0.076	-0.029	0.04	0.218	0.031	-0.137	0.277	0.039	0.042	-0.135	0.021	-0.041	-0.185	-0.07	0.13	0.047	-0.067
Putida	PP_0941	PP_0941		putative ribosome associated protein	-0.139	-0.113	-0.559	-0.083	-0.09	0.025	-0.141	-0.054	-0.132	-0.226	-0.255	-0.626	-0.185	-0.012	-0.114	-0.36	-0.259	0.101	-0.493	-0.242	0.084	0.208
Putida	PP_0942	PP_0942		regulatory protease	-0.084	0.214	0.173	-0.186	-0.047	0.001	0.076	0.159	0.302	-0.051	0.296	-0.151	-0.035	0.187	-0.057	-0.126	-0.256	-0.156	-0.081	-0.189	-0.113	-0.365
Putida	PP_0943	PP_0943		conserved protein of unknown function	0.06	0.039	-0.409	-0.035	0.115	-0.112	0.038	-0.189	-0.36	-0.47	-0.118	-0.564	0.155	-0.225	0.129	0.13	0.251	0.046	0.04	-0.043	-0.209	-0.291
Putida	PP_0944	PP_0944		fumarate hydratase (class 2)	0.095	0.114	0.185	0.243	0.319	0.147	0.098	0.096	0.08	0.26	0.171	0.26	-0.12	0.123	0.154	0.214	-0.066	0.093	0.208	0.017	-0.097	0.193
Putida	PP_0945	PP_0945		conserved protein of unknown function	-0.201	0.346	-0.34	0.143	-0.104	0.199	-0.754	-0.033	0.395	0.512	0.05	0.097	0.013	-0.144	-0.306	-0.28	0.148	0.243	0.037	-0.587	-0.157	-0.73
Putida	PP_0946	PP_0946		superoxide dismutase (Mn)	-0.089	0.074	-0.114	0.015	0.205	0.018	-0.141	-0.102	0.372	0.421	0.332	0.036	0.311	0.164	0.034	0.246	-0.157	0.127	0.199	-0.07	-0.127	0.051
Putida	PP_0947	PP_0947		conserved membrane protein of unknown function	-0.215	-0.205	-0.192	-0.122	-0.144	-0.263	-0.444	0.477	0.204	0.101	-0.153	0.182	0.226	0.465	0.183	0.278	-0.059	-0.524	0.087	-0.156	-0.559	-0.245
Putida	PP_0948	PP_0948		Phosphocarrier protein HPr	1.17	1.399	1.938	1.737	1.791	1.076	1.552	1.006	1.641	1.437	1.572	1.401	1.032	0.397	-1.329	-1.869	-2.506	-2.424	-2.047	-1.85	-2.483	-0.874
Putida	PP_0949	PP_0949		putative ATP-binding protein UPF0042	-0.008	0.19	0.549	-0.444	0.027	-0.175	0.703	0.384	0.281	0.584	0.55	0.25	-0.014	-0.042	-0.509	-0.549	-0.875	-0.583	-0.661	0.011	0.045	0.638
Putida	PP_0951	PP_0951		Ribosome hibernation promoting factor	-0.23	-0.263	-0.802	-0.805	-0.691	-0.681	-1.049	-0.313	-0.586	-0.922	-0.886	-0.589	-0.735	-0.754	-1.011	-1.077	-1.291	-1.308	-1.36	-0.424	-0.472	-0.004
Putida	PP_0957	PP_0957		D-arabinose 5-phosphate isomerase	-0.512	0.348	-0.309	-0.05	0.084	0.24	-0.424	-0.388	-0.076	-0.042	-0.001	-1.304	-0.003	-1.043	-1.57	0.075	-2.288	-1.869	-1.897	-0.172	-2.09	-0.423
Putida	PP_0958	PP_0958		phospholipid ABC transporter ATP-binding subunit	0.496	0.448	0.404	-0.056	0.597	0.175	1.181	0.445	0.568	0.334	0.09	0.545	0.309	0.12	0.463	0.698	0.527	0.949	0.654	0.789	0.446	1.182
Putida	PP_0959	PP_0959		phospholipid ABC transporter	0.88	0.046	-0.276	-0.02	0.42	0.349	1.387	-0.754	0.475	0.551	0.203	1.264	-0.18	0.279	0.885	1.494	0.543	1.887	-0.211	0.262	-0.092	0.939
Putida	PP_0960	PP_0960		phospholipid ABC transporter binding protein	0.449	0.057	-0.349	0.037	0.149	0.614	0.764	0.018	0.087	0.599	0.086	0.272	0.345	-0.038	0.6	0.195	0.443	0.828	0.525	0.848	0.463	1.35
Putida	PP_0961	PP_0961		toluene tolerance protein	0.754	0.624	0.5	0.226	0.673	0.166	1.221	0.078	0.554	0.458	0.6	0.708	0.257	-0.02	0.311	0.259	0.453	0.86	-0.059	0.591	0.591	1.42
Putida	PP_0962	PP_0962		toluene-tolerance protein	-0.255	0.398	0.401	0.455	-0.271	0.43	1.12	0.567	0.962	0.637	0.146	1.19	-0.152	-0.366	-0.587	0.429	-0.068	0.161	0.175	0.267	-1.043	1.057
Putida	PP_0963	PP_0963		putative BolA family protein	0.369	0.517	0.218	0.097	-2.063	0.158	-0.279	0.409	0.091	0.051	-0.142	0.355	-0.084	-0.246	0.864	-0.146	-0.018	-0.12	0.626	0.524	0.425	0.668
Putida	PP_0965	PP_0965		ATP phosphoribosyltransferase	-2.229	-3.715	-3.612	-3.928	-3.573	-3.142	-2.902	-1.849	-3.429	-3.139	-4.035	-3.626	-2.855	-4.012	-3.575	-4.104	-3.748	-3.336	-3.815	0.948	0.851	1.988
Putida	PP_0966	PP_0966		Histidinol dehydrogenase	-2.546	-3.727	-3.645	-4.364	-3.989	-3.486	-2.911	-2.802	-3.807	-3.183	-4.255	-4.05	-3.868	-5.439	-3.983	-3.919	-4.232	-3.765	-4.388	1.446	1.233	2.65
Putida	PP_0967	PP_0967		Histidinol-phosphate aminotransferase	-1.981	-4.312	-3.926	-3.954	-4.044	-3.705	-2.543	-3.525	-3.824	-3.437	-4.038	-3.865	-3.618	-5.461	-3.935	-3.872	-4.192	-3.533	-4.035	1.436	1.224	2.636
Putida	PP_0968	PP_0968		conserved protein of unknown function	-0.041	0.013	0.049	0.094	-0.04	0.12	-0.074	-0.11	-0.024	0.055	0.011	-0.052	0.041	0.001	0.057	-0.065	-0.002	-0.189	-0.093	0.2	0.113	0.165
Putida	PP_0969	PP_0969		"Transcriptional regulator, GntR family"	-0.307	-0.244	-0.485	-0.161	-0.268	0.19	-0.061	0	0.043	-0.291	-0.058	0.017	0.13	0.027	0.278	-0.031	0.06	0.27	0.117	-0.282	-0.146	-0.317
Putida	PP_0970	PP_0970		Cyanate MFS transporter	0.045	0.081	-0.117	-0.071	0.065	-0.077	-0.123	0.084	0.007	0.029	0.042	0.119	0.018	-0.085	0.042	0.05	0.016	0.099	0.121	0.15	0.092	0.141
Putida	PP_0971	PP_0971		conserved protein of unknown function	0.255	0.143	-0.402	-0.104	-0.09	-0.184	-0.139	0.132	0.037	-0.207	-0.111	-0.022	-0.335	-0.224	-0.113	-0.511	0.17	-0.281	-0.284	0.3	0.041	0.357
Putida	PP_0972	PP_0972		UPF0213 protein PP_0972	-0.475	-0.495	0.157	0.133	-1.183	0.292	-0.665	-0.169	-0.089	0.068	0.23	0.103	0.431	0.179	0.289	0.164	0.225	0.667	0.347	0.391	-0.22	-0.453
Putida	PP_0973	PP_0973		Nucleoid-associated protein PP_0973	-0.061	0.57	-0.3	-0.21	0.662	0.136	0.272	-0.062	-0.196	0.327	0.164	0.373	0.075	0.137	0.383	0.38	0.572	0.57	0.295	0.596	0.077	0.415
Putida	PP_0976	PP_0976		Ribosomal RNA large subunit methyltransferase F	-0.1	0.009	-0.127	-0.049	0.173	-0.388	0.187	-0.139	-0.131	0.215	-0.276	-0.014	0.415	0.337	0.004	0.108	0.448	-0.32	0.047	-0.043	-0.215	-0.163
Putida	PP_0978	PP_0978		conserved protein of unknown function	-0.51	-0.33	-1.262	-0.452	-1.035	-0.447	-0.453	-0.247	-0.071	-1.847	-0.501	-0.21	-0.305	-0.435	-1.763	-0.122	-0.689	-1.632	-0.69	-0.196	-0.239	-0.293
Putida	PP_0979	PP_0979		DNA polymerase III subunit chi	-0.233	-0.091	-0.859	-0.311	-0.396	-0.029	-0.371	-0.222	0.095	-0.253	0.218	-0.088	-0.023	0.12	0.303	-0.404	-0.505	0.403	-0.056	-0.077	0.086	0.104
Putida	PP_0980	PP_0980		Probable cytosol aminopeptidase	-0.471	-0.363	-0.237	-0.256	-0.332	-0.443	0.327	-0.228	-0.233	-0.116	-0.404	0.211	-0.111	-0.44	-1.094	0.103	-0.538	-0.092	-0.493	0.078	0.194	-0.02
Putida	PP_0984	PP_0984		conserved membrane protein of unknown function	-0.636	-0.873	-0.725	-0.741	-0.444	-0.289	-0.107	-0.23	-0.259	-0.261	-0.66	-0.046	-0.745	0.155	-0.037	-0.993	0.421	-0.831	0.241	-0.108	-0.18	0.349
Putida	PP_0986	PP_0986		aminomethyltransferase	0.144	0.186	0.376	0.274	0.089	0.436	-0.116	0.124	0.52	-0.175	-0.019	0.348	0.093	-0.172	-0.428	0.108	-0.706	-0.012	-0.168	0.029	-0.19	-0.03
Putida	PP_0987	PP_0987		L-serine dehydratase	-0.078	-0.12	-0.342	0.006	-0.208	-0.059	-0.224	0.047	-0.104	-0.153	-0.053	-0.259	0.183	-0.225	-0.273	-0.482	-0.082	-0.35	0.044	0.033	0.31	0.229
Putida	PP_0988	PP_0988		glycine dehydrogenase	-0.025	-0.316	-0.13	-0.075	-0.242	-0.003	0.091	-0.024	0.05	0.058	0.057	-0.009	0.076	-0.027	-0.022	0.215	-0.178	0.12	-0.109	-0.069	-0.119	-0.332
Putida	PP_0989	PP_0989		glycine cleavage system H protein 1	-0.095	0.497	0.134	0.1	0.037	0.147	0.332	0.165	-0.165	-0.242	-0.206	-0.037	-0.314	0.075	0.04	0.238	-0.53	-0.552	-0.153	0.803	0.34	0.731
Putida	PP_0990	PP_0990		DoxX family protein	0.046	0	0.156	-0.176	-0.036	0.18	0.162	-0.325	-0.082	0.221	-0.182	0.278	-0.025	0.258	0.366	-0.194	0.303	0.048	0.278	0.225	0.053	0.052
Putida	PP_0991	PP_0991		conserved protein of unknown function	0.059	-0.041	0.056	-0.073	-0.323	-0.119	0.099	0.143	-0.023	0.028	-0.24	-0.152	0.091	0.111	-0.164	-0.015	-0.195	0.19	0.134	0.194	0.164	-0.162
Putida	PP_0992	PP_0992		"conserved protein of unknown function, UPF0276 family"	-0.181	0.038	-0.309	0.021	-0.238	-0.045	-0.175	-0.106	0.026	-0.081	0.073	-0.175	0.088	0.053	-0.222	0.018	-0.256	-0.04	0.103	-0.336	-0.225	-0.701
Putida	PP_0994	PP_0994		putative RNA polymerase sigma factor	-0.005	-0.101	-0.32	-0.062	0.108	-0.059	-0.093	-0.126	-0.15	-0.195	0.358	-0.137	-0.341	0.097	0.185	0.178	0.118	0.222	0.237	0.076	-0.039	0.087
Putida	PP_0995	PP_0995		conserved membrane protein of unknown function	-0.652	-0.605	-0.448	-0.752	-1.283	-0.056	-0.345	0.051	-0.631	-1.538	-0.265	-0.735	-1.114	-0.807	-0.893	-0.641	-0.996	-0.745	-0.908	0.387	-0.253	-0.003
Putida	PP_0996	PP_0996		glutamate:sodium symporter	-0.013	0.015	-0.112	0.155	-0.077	0.003	0.297	0.068	0.091	0.308	0.032	0.192	0.051	-0.008	-0.13	0.072	-0.159	-0.083	-0.018	-0.251	0.081	-0.237
Putida	PP_0997	PP_0997		Sigma-54 dependent transcriptional regulator/sensory box protein	0.092	-0.059	-0.018	-0.02	-0.332	0.107	0.105	0.012	0.403	-0.144	0.447	0.208	-0.14	-0.05	-0.282	0.151	-0.102	0.135	0.002	-0.225	0.205	-0.267
Putida	PP_0998	PP_0998		conserved protein of unknown function	-0.054	-0.128	0.234	-0.102	0.247	0.156	-0.235	0.038	0.04	0.222	0.197	0.023	0.047	-0.206	-0.08	-0.103	-0.049	0.021	0.173	0.014	-0.027	-0.034
Putida	PP_0999	PP_0999		carbamate kinase	0.009	0.093	0.306	-0.227	-0.229	0.115	0.36	0.112	0.045	-0.413	-0.114	0.507	0.137	0.191	-0.479	0.074	0.012	0.234	-0.185	-0.61	-0.616	-0.517
Putida	PP_1000	PP_1000		"ornithine carbamoyltransferase, catabolic"	0.243	-0.15	-0.182	0.172	0.253	0.082	0.264	0.371	0.199	-0.64	0.08	-0.105	0.055	0.339	0.37	0.503	0.193	0.007	0.258	0.183	0.032	-0.099
Putida	PP_1001	PP_1001		arginine deiminase	-0.808	-0.497	-0.606	-0.082	0.016	-0.238	0.137	0.137	-0.071	-0.362	0.142	-0.057	0.081	-0.07	0.379	0.138	-0.084	-0.01	0.203	0.448	-0.044	-0.042
Putida	PP_1002	PP_1002		arginine/ornithine antiporter	0.054	-0.047	-0.016	0.419	0.117	-0.089	-0.262	0.037	-0.021	0.064	0.244	0.186	0.415	0.257	0.299	0.566	-0.006	0.371	0.145	-0.111	0.06	0.15
Putida	PP_1003	PP_1003		arginine/ornithine antiporter	0.103	-0.03	-0.084	-0.092	0.129	0.17	0.045	0.038	0.1	0.065	-0.037	-0.09	-0.044	0.025	0.201	0.12	0.021	0.29	0.065	-0.021	0.184	0.11
Putida	PP_1004	PP_1004		conserved protein of unknown function	0.396	0.209	-0.026	0.672	0.686	-0.171	0.213	0.431	0.659	0.806	0.554	0.393	0.079	-0.065	-0.456	0.192	-0.825	0.135	-0.103	-0.181	0.379	0.358
Putida	PP_1005	PP_1005		Heme oxygenase	0.156	0.296	-0.653	-0.417	0.386	-0.085	-0.361	0.206	0.113	0.097	0.135	0.06	0.107	-0.019	0.198	-0.058	-0.127	0.575	-0.074	-0.3	-0.078	0.242
Putida	PP_1006	PP_1006		putative outer membrane heme receptor	-0.053	-0.051	-0.154	0.152	-0.025	-0.043	0.001	0.05	0.078	0.009	-0.026	-0.029	0.009	0.116	0.109	0.038	0.04	0.062	-0.004	-0.094	0.049	-0.148
Putida	PP_1007	PP_1007		putative Transmembrane sensor	0.186	0.451	0.473	0.684	0.48	0.733	0.865	0.19	0.448	0.403	0.456	0.505	0.153	0.211	0.07	-0.134	0.197	0.258	-0.071	-0.117	0.067	-0.026
Putida	PP_1008	PP_1008		RNA polymerase subunit sigma-24	-0.208	-0.277	-0.085	0.279	-2.301	-0.052	0.277	0.087	0.348	-0.357	0.557	-0.937	0.096	0.051	-0.238	-0.8	0.064	-0.488	-1.049	-0.586	-0.023	-0.677
Putida	PP_1009	PP_1009		glyceraldehyde-3-phosphate dehydrogenase	-0.064	-0.287	-0.512	-0.763	-0.477	-0.222	-0.191	-0.414	-0.389	-0.226	-0.069	-0.091	-0.681	-0.94	-1.045	-0.698	-0.484	-0.726	-0.653	-0.019	-0.459	0.024
Putida	PP_1011	PP_1011		glucokinase	0.09	-0.44	-0.889	-0.53	-0.803	-0.208	-0.496	-0.035	-0.135	-0.518	-0.575	-0.683	-0.38	-1.111	-1.799	-1.573	-1.697	-1.581	-1.749	1.041	0.785	1.896
Putida	PP_1012	PP_1012		DNA-binding response regulator	-0.031	-0.427	0.248	0.074	-0.259	-0.529	-0.014	0.073	-0.683	-0.764	-0.455	0.094	0.076	-0.505	-1.839	-1.416	-1.028	-1.061	-1.41	-0.386	-0.011	0.601
Putida	PP_1013	PP_1013		Sensor histidine kinase	-0.007	-0.217	0.221	0.098	-0.146	-0.578	-1.004	-0.343	-0.417	-0.008	-0.126	-0.603	-0.072	-0.119	-0.883	-0.494	-0.907	-0.283	-0.81	0.302	0.707	1.212
Putida	PP_1014	PP_1014		aldose-ketose isomerase	0.18	-0.007	0.051	0.313	0.357	-0.092	-0.083	0.031	-0.076	-0.004	0.066	0.031	-0.171	-0.088	-0.423	-0.233	-0.128	0.154	-0.163	0.219	0.337	0.467
Putida	PP_1015	PP_1015		"mannose/glucose ABC transporter, glucose-binding periplasmic protein"	-0.147	-0.286	0.123	-0.115	-0.349	-0.114	-0.11	-0.207	-0.262	-0.442	-0.354	-0.385	-0.223	-0.815	-1.078	-0.964	-1.142	-1.156	-1.145	-0.33	-0.373	0.445
Putida	PP_1016	PP_1016		"mannose/glucose ABC transporter, permease protein"	-0.012	0.069	0.018	0.107	0.187	-0.011	0.174	0.037	-0.167	-0.137	-0.066	-0.346	-0.46	-0.479	-1.19	-1.219	-1.327	-0.838	-1.16	0.447	0.368	0.654
Putida	PP_1017	PP_1017		"mannose/glucose ABC transporter, permease protein"	0.154	0.04	-0.315	-0.118	0.013	0.088	-0.057	0.23	0.084	0.398	0.084	-0.298	-0.05	-0.419	-0.748	-1.16	-1.644	-1.598	-0.863	0.077	0.32	0.492
Putida	PP_1018	PP_1018		mannose/glucose ABC transporter - ATP binding subunit	0.183	0.098	-0.366	0.177	0.083	0.225	-0.346	0.108	0.008	-0.431	-0.105	-0.128	-0.556	-0.609	-0.63	-1.094	-1.168	-1.05	-1.296	0.094	0.474	1.348
Putida	PP_1019	PP_1019		carbohydrate-selective porin	0.129	-0.081	0.037	-0.086	0.123	-0.09	0.204	-0.054	-0.183	0.085	-0.049	0.062	-0.006	0.189	0.303	0.188	0.274	0.333	0.147	0.353	0.274	0.372
Putida	PP_1020	PP_1020		putative glucose-6-phosphate 1-epimerase	-0.537	-0.197	-0.479	-0.594	-0.529	0.122	-0.651	-0.513	-0.244	0.162	-0.922	-0.905	0.156	-0.23	0.249	0.269	-0.213	0.309	0.427	-0.122	-0.261	-0.676
Putida	PP_1021	PP_1021		DNA-binding transcriptional regulator	0.197	-0.321	-0.395	0.068	-0.354	0.31	-0.137	0.187	0.42	0.096	0.327	0.482	-0.001	0.301	0.026	0.005	-0.042	0.367	0.164	0.184	0.246	0.048
Putida	PP_1022	PP_1022		glucose 6-phosphate-1-dehydrogenase	-0.98	-1.123	0.14	-0.097	0.352	-0.352	1.277	-0.357	-0.526	0.804	0.183	0.047	-1.273	-1.056	0.189	0.076	-0.128	0.312	-0.397	1.178	1.027	2.311
Putida	PP_1025	PP_1025		2-isopropylmalate synthase	-0.534	-0.917	-1.984	-1.908	-1.914	-0.988	-1.686	-0.928	-1.265	-2.039	-1.517	-1.72	-1.507	-2.175	-2.644	-2.052	-2.33	-2.662	-2.451	0.466	0.299	1.255
Putida	PP_1026	PP_1026		"Peptidase, M23/M37 family"	-0.227	-0.266	0.437	-0.314	0.247	0.486	0.964	0.327	0.04	0.327	0.737	0.424	0.246	0.665	0.262	0.125	0.325	0.194	-0.274	-0.462	-0.228	-0.523
Putida	PP_1027	PP_1027		Exodeoxyribonuclease 7 large subunit	0.262	0	-0.39	0.027	0.177	-0.004	-0.01	-0.025	-0.338	-0.521	-0.328	-0.271	-0.321	-0.298	-0.303	-0.042	-0.005	0.187	-0.044	0.069	-0.006	-0.028
Putida	PP_1028	PP_1028		"Transcriptional regulator, LysR family"	-0.31	-0.258	0.273	-0.559	-0.125	0.305	0.246	-0.209	0.208	-0.311	0.381	0.165	0.155	-0.063	0.14	-0.293	0.989	0.097	1.097	0.195	0.085	0.184
Putida	PP_1029	PP_1029		conserved membrane protein of unknown function	0.171	-0.019	-0.007	-0.371	0.04	-0.046	-0.122	0.223	0.135	0.025	-0.133	-0.355	0.163	-0.099	0.086	-0.11	-0.036	-0.002	0.04	0.215	-0.03	-0.286
Putida	PP_1030	PP_1030		conserved protein of unknown function	0.139	0.336	0.07	-0.087	0.313	-0.058	0.125	0.141	-0.1	0.011	-0.172	-0.095	0.072	0.061	0.088	-0.084	0.112	-0.015	0.083	0.156	0.233	-0.311
Putida	PP_1033	PP_1033		Sulfatase domain protein	0.037	0.11	0.105	0.262	-0.13	-0.009	-0.035	-0.099	-0.028	-0.072	-0.061	0.1	0.076	0.039	0.131	0.008	0.044	0.173	0.105	0.016	0.123	-0.149
Putida	PP_1034	PP_1034		multicopper oxidase	-1.149	-0.848	-2.005	-2.047	-1.524	-0.905	-0.81	-0.487	-1.281	-1.095	-1.79	-1.663	0.059	-0.147	-0.049	-0.303	-0.465	-0.687	-0.557	0.055	0.311	0.463
Putida	PP_1036	PP_1036		membrane-bound lytic murein transglycosylase F	0.079	-0.298	0.987	0.727	0.41	0.201	1.569	0.164	0.324	1.527	0.942	1.202	-0.118	-0.104	0.88	0.671	0.568	1.244	0.606	0.473	0.513	1.234
Putida	PP_1038	PP_1038		conserved protein of unknown function	0.164	0.225	0.017	-0.155	0.649	-0.25	-0.794	0.064	-0.613	-0.757	0.231	-0.787	-0.144	-0.65	-0.464	-0.659	-0.242	-0.136	-0.394	-0.239	0.849	1.383
Putida	PP_1039	PP_1039		sec-independent protein translocase protein	-0.045	-0.038	0.007	0.098	-0.08	0.251	-0.04	-0.106	0.08	0.041	-0.063	-0.175	-0.043	0.254	0.314	0.157	0.245	0.163	0.047	0.272	0.391	-0.164
Putida	PP_1041	PP_1041		twin arginine protein export complex subunit	0.19	0.452	0.233	-0.218	-0.944	-0.478	0.399	0.031	0.586	0.217	-0.428	-0.399	-0.318	-0.235	0.78	0.779	0.193	0.317	-0.306	0.225	-0.377	0.079
Putida	PP_1042	PP_1042		Type II secretion system protein K	0.433	0.088	-0.171	0.23	-0.273	0.077	-0.065	0.165	-0.138	0.2	0.023	-0.291	0.161	-0.233	-0.309	-0.078	-0.177	-0.12	-0.003	-0.068	-0.247	-0.358
Putida	PP_1043	PP_1043		putative phosphatase	0.077	0.078	-0.231	-0.13	-0.142	-0.029	-0.097	0.035	-0.019	0.023	-0.03	0.09	-0.056	0.029	-0.182	0.05	-0.103	0.149	-0.044	-0.007	-0.031	0.084
Putida	PP_1044	PP_1044		Lipoprotein UxpA	0.147	0.184	-0.259	0.514	0.209	-0.374	-0.107	0.204	-0.085	0.403	0.125	0.161	-0.447	-0.132	0.727	0.209	0.57	-0.054	0.299	-0.139	0.123	0.306
Putida	PP_1045	PP_1045		Type II secretion pathway protein XcpP	-0.838	-0.696	-0.314	-0.563	-0.551	0.09	0.436	0.652	0.186	-0.911	0.219	0.445	-0.056	0.149	-0.052	-0.126	-0.578	0.453	-0.693	-0.2	-0.857	-0.252
Putida	PP_1046	PP_1046		Type II secretion pathway protein XcpQ	-0.107	-0.264	-0.024	-0.277	-0.032	-0.107	-0.218	-0.056	-0.047	-0.031	-0.046	-0.126	0.007	0.058	0.103	0.177	0.001	0.08	0.086	-0.097	0.007	0.066
Putida	PP_1047	PP_1047		putative protein secretion protein for export	-0.074	0.199	-0.203	-0.322	0.193	0.066	0.05	-0.232	-0.053	-0.239	0.099	-0.285	-0.051	0.231	-0.056	0.028	0.106	-0.008	0.28	0.121	0.275	0.146
